# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Angle of attack (rad),Pitch rate (rad/s),Mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CG location (cm),Thrust (N),Drag force (N),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s)
0.91098,4.6565,4.1994,14.131,0.30862,-0.76245,1063.9,0.083463,2.4689e-4,55.1,15.14,0.10698,14.97,1012.7,340.37,1.2245
0.91198,4.6649,4.1915,14.123,0.30871,-0.76322,1063.9,0.083459,2.4689e-4,55.099,15.133,0.10707,14.97,1012.7,340.37,1.2245
0.91298,4.6734,4.1836,14.116,0.30881,-0.764,1063.9,0.083456,2.4689e-4,55.099,15.125,0.10716,14.97,1012.7,340.37,1.2245
0.91398,4.6819,4.1757,14.109,0.30891,-0.76473,1063.9,0.083452,2.4688e-4,55.098,15.117,0.10725,14.97,1012.7,340.37,1.2245
0.91498,4.6904,4.1679,14.102,0.30901,-0.76558,1063.9,0.083449,2.4688e-4,55.098,15.11,0.10734,14.97,1012.7,340.37,1.2245
0.91598,4.6988,4.16,14.095,0.30911,-0.76642,1063.8,0.083446,2.4688e-4,55.097,15.102,0.10742,14.969,1012.7,340.37,1.2245
0.91698,4.7073,4.1521,14.088,0.30921,-0.76723,1063.8,0.083443,2.4688e-4,55.097,15.095,0.10751,14.969,1012.7,340.37,1.2245
0.91798,4.7158,4.1442,14.081,0.30931,-0.76805,1063.8,0.08344,2.4688e-4,55.096,15.087,0.1076,14.969,1012.7,340.37,1.2245
0.91898,4.7243,4.1363,14.073,0.30941,-0.76879,1063.8,0.083437,2.4688e-4,55.096,15.079,0.10768,14.969,1012.7,340.37,1.2245
0.91998,4.7328,4.1284,14.066,0.30951,-0.76973,1063.8,0.083434,2.4688e-4,55.095,15.072,0.10777,14.969,1012.7,340.37,1.2245
0.92098,4.7413,4.1204,14.059,0.30961,-0.77053,1063.8,0.083432,2.4688e-4,55.095,15.064,0.10786,14.969,1012.7,340.37,1.2245
0.92198,4.7498,4.1125,14.052,0.30972,-0.77129,1063.8,0.08343,2.4688e-4,55.094,15.056,0.10795,14.969,1012.7,340.37,1.2245
0.92298,4.7583,4.1046,14.045,0.30982,-0.77207,1063.8,0.083427,2.4688e-4,55.094,15.049,0.10803,14.969,1012.7,340.37,1.2245
0.92398,4.7668,4.0967,14.038,0.30992,-0.77298,1063.8,0.083425,2.4688e-4,55.094,15.041,0.10812,14.969,1012.7,340.37,1.2245
0.92498,4.7753,4.0888,14.031,0.31003,-0.77366,1063.8,0.083423,2.4687e-4,55.093,15.034,0.1082,14.969,1012.7,340.37,1.2245
0.92598,4.7838,4.0809,14.023,0.31013,-0.77462,1063.8,0.083422,2.4687e-4,55.093,15.026,0.10829,14.969,1012.7,340.37,1.2245
0.92698,4.7924,4.0729,14.016,0.31024,-0.77544,1063.8,0.08342,2.4687e-4,55.092,15.018,0.10838,14.969,1012.7,340.37,1.2245
0.92798,4.8009,4.065,14.009,0.31035,-0.77617,1063.8,0.083418,2.4687e-4,55.092,15.011,0.10846,14.969,1012.7,340.37,1.2245
0.92898,4.8094,4.0571,14.002,0.31046,-0.77704,1063.7,0.083417,2.4687e-4,55.092,15.003,0.10855,14.969,1012.7,340.37,1.2245
0.92998,4.818,4.0491,13.995,0.31056,-0.77773,1063.7,0.083416,2.4687e-4,55.092,14.995,0.10863,14.969,1012.7,340.37,1.2244
0.93098,4.8265,4.0412,13.988,0.31067,-0.77856,1063.7,0.083415,2.4687e-4,55.091,14.988,0.10872,14.969,1012.7,340.37,1.2244
0.93198,4.835,4.0332,13.981,0.31078,-0.7795,1063.7,0.083414,2.4687e-4,55.091,14.98,0.1088,14.969,1012.7,340.37,1.2244
0.93298,4.8436,4.0253,13.973,0.31089,-0.78019,1063.7,0.083413,2.4687e-4,55.091,14.973,0.10889,14.969,1012.7,340.37,1.2244
0.93398,4.8521,4.0173,13.966,0.311,-0.78095,1063.7,0.083412,2.4687e-4,55.091,14.965,0.10897,14.968,1012.7,340.37,1.2244
0.93498,4.8607,4.0094,13.959,0.31112,-0.78187,1063.7,0.083412,2.4687e-4,55.09,14.957,0.10906,14.968,1012.7,340.37,1.2244
0.93598,4.8693,4.0014,13.952,0.31123,-0.78273,1063.7,0.083411,2.4687e-4,55.09,14.95,0.10914,14.968,1012.7,340.37,1.2244
0.93698,4.8778,3.9935,13.945,0.31134,-0.78343,1063.7,0.083411,2.4686e-4,55.09,14.942,0.10922,14.968,1012.7,340.37,1.2244
0.93798,4.8864,3.9855,13.938,0.31145,-0.78423,1063.7,0.083411,2.4686e-4,55.09,14.934,0.10931,14.968,1012.7,340.37,1.2244
0.93898,4.895,3.9775,13.93,0.31157,-0.78513,1063.7,0.083411,2.4686e-4,55.09,14.927,0.10939,14.968,1012.7,340.37,1.2244
0.93998,4.9035,3.9696,13.923,0.31168,-0.78586,1063.7,0.083411,2.4686e-4,55.09,14.919,0.10948,14.968,1012.7,340.37,1.2244
0.94098,4.9121,3.9616,13.916,0.3118,-0.78678,1063.6,0.083411,2.4686e-4,55.089,14.911,0.10956,14.968,1012.7,340.37,1.2244
0.94198,4.9207,3.9536,13.909,0.31191,-0.78761,1063.6,0.083412,2.4686e-4,55.089,14.904,0.10964,14.968,1012.7,340.37,1.2244
0.94298,4.9293,3.9457,13.902,0.31203,-0.78848,1063.6,0.083412,2.4686e-4,55.089,14.896,0.10973,14.968,1012.7,340.37,1.2244
0.94398,4.9379,3.9377,13.895,0.31215,-0.78914,1063.6,0.083413,2.4686e-4,55.089,14.889,0.10981,14.968,1012.7,340.37,1.2244
0.94498,4.9465,3.9297,13.888,0.31227,-0.78999,1063.6,0.083414,2.4686e-4,55.089,14.881,0.10989,14.968,1012.7,340.37,1.2244
0.94598,4.9551,3.9217,13.88,0.31238,-0.79079,1063.6,0.083415,2.4686e-4,55.089,14.873,0.10997,14.968,1012.7,340.37,1.2244
0.94698,4.9637,3.9137,13.873,0.3125,-0.79163,1063.6,0.083416,2.4686e-4,55.089,14.866,0.11006,14.968,1012.7,340.37,1.2244
0.94798,4.9723,3.9057,13.866,0.31262,-0.79257,1063.6,0.083417,2.4686e-4,55.089,14.858,0.11014,14.968,1012.7,340.37,1.2244
0.94898,4.9809,3.8977,13.859,0.31274,-0.79331,1063.6,0.083419,2.4685e-4,55.089,14.85,0.11022,14.968,1012.7,340.37,1.2244
0.94998,4.9895,3.8897,13.852,0.31287,-0.79415,1063.6,0.08342,2.4685e-4,55.089,14.843,0.1103,14.968,1012.7,340.37,1.2244
0.95098,4.9981,3.8817,13.845,0.31299,-0.79502,1063.6,0.083422,2.4685e-4,55.089,14.835,0.11038,14.968,1012.7,340.37,1.2244
0.95198,5.0067,3.8737,13.838,0.31311,-0.79572,1063.6,0.083424,2.4685e-4,55.089,14.828,0.11046,14.967,1012.7,340.37,1.2244
0.95298,5.0154,3.8657,13.83,0.31323,-0.79666,1063.6,0.083426,2.4685e-4,55.089,14.82,0.11055,14.967,1012.7,340.37,1.2244
0.95398,5.024,3.8577,13.823,0.31336,-0.79745,1063.5,0.083428,2.4685e-4,55.089,14.812,0.11063,14.967,1012.7,340.37,1.2244
0.95498,5.0326,3.8497,13.816,0.31348,-0.79816,1063.5,0.08343,2.4685e-4,55.09,14.805,0.11071,14.967,1012.7,340.37,1.2244
0.95598,5.0413,3.8416,13.809,0.31361,-0.79913,1063.5,0.083432,2.4685e-4,55.09,14.797,0.11079,14.967,1012.7,340.37,1.2244
0.95698,5.0499,3.8336,13.802,0.31373,-0.79988,1063.5,0.083435,2.4685e-4,55.09,14.789,0.11087,14.967,1012.7,340.37,1.2244
0.95798,5.0586,3.8256,13.795,0.31386,-0.80073,1063.5,0.083437,2.4685e-4,55.09,14.782,0.11095,14.967,1012.7,340.37,1.2244
0.95898,5.0672,3.8176,13.788,0.31398,-0.80143,1063.5,0.08344,2.4685e-4,55.09,14.774,0.11103,14.967,1012.7,340.37,1.2244
0.95998,5.0759,3.8095,13.78,0.31411,-0.8023,1063.5,0.083443,2.4685e-4,55.09,14.766,0.11111,14.967,1012.7,340.37,1.2244
0.96098,5.0845,3.8015,13.773,0.31424,-0.80318,1063.5,0.083446,2.4684e-4,55.091,14.759,0.11119,14.967,1012.7,340.37,1.2244
0.96198,5.0932,3.7934,13.766,0.31437,-0.80406,1063.5,0.083449,2.4684e-4,55.091,14.751,0.11127,14.967,1012.7,340.37,1.2244
0.96298,5.1018,3.7854,13.759,0.3145,-0.80474,1063.5,0.083453,2.4684e-4,55.091,14.744,0.11135,14.967,1012.7,340.37,1.2244
0.96398,5.1105,3.7774,13.752,0.31463,-0.80569,1063.5,0.083456,2.4684e-4,55.091,14.736,0.11143,14.967,1012.7,340.37,1.2244
0.96498,5.1192,3.7693,13.745,0.31476,-0.8065,1063.5,0.08346,2.4684e-4,55.092,14.728,0.11151,14.967,1012.6,340.37,1.2244
0.96598,5.1279,3.7612,13.738,0.31489,-0.80723,1063.4,0.083463,2.4684e-4,55.092,14.721,0.11159,14.967,1012.6,340.37,1.2244
0.96698,5.1365,3.7532,13.73,0.31502,-0.80808,1063.4,0.083467,2.4684e-4,55.092,14.713,0.11167,14.967,1012.6,340.37,1.2244
0.96798,5.1452,3.7451,13.723,0.31516,-0.80889,1063.4,0.083471,2.4684e-4,55.093,14.705,0.11174,14.967,1012.6,340.37,1.2244
0.96898,5.1539,3.7371,13.716,0.31529,-0.8097,1063.4,0.083476,2.4684e-4,55.093,14.698,0.11182,14.966,1012.6,340.37,1.2244
