# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Angle of attack (rad),Pitch rate (rad/s),Mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CG location (cm),Thrust (N),Drag force (N),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s)
3.8,8.0252,-0.33949,9.4791,2.6593,6.8586,1047.6,0.081878,2.4517e-4,54.604,9.679,-0.25124,14.948,1012.3,340.36,1.2241
3.801,8.0121,-0.3425,9.4783,2.6561,6.8695,1047.6,0.081864,2.4517e-4,54.603,9.679,-0.25038,14.948,1012.3,340.36,1.2241
3.802,7.999,-0.3456,9.4776,2.653,6.8798,1047.6,0.08185,2.4517e-4,54.601,9.679,-0.24951,14.948,1012.3,340.36,1.2241
3.803,7.9858,-0.3488,9.4768,2.6499,6.89,1047.6,0.081836,2.4517e-4,54.599,9.679,-0.24863,14.948,1012.3,340.36,1.2241
3.804,7.9727,-0.35208,9.476,2.6468,6.9005,1047.6,0.081822,2.4517e-4,54.597,9.679,-0.24774,14.948,1012.3,340.36,1.2241
3.805,7.9596,-0.35546,9.4752,2.6437,6.911,1047.6,0.081808,2.4517e-4,54.596,9.679,-0.24685,14.948,1012.3,340.36,1.2241
3.806,7.9464,-0.35892,9.4743,2.6406,6.9212,1047.6,0.081794,2.4517e-4,54.594,9.679,-0.24595,14.948,1012.3,340.36,1.2241
3.807,7.9333,-0.36247,9.4735,2.6375,6.9316,1047.6,0.08178,2.4517e-4,54.592,9.679,-0.24504,14.948,1012.3,340.36,1.2241
3.808,7.9202,-0.36611,9.4727,2.6344,6.9422,1047.5,0.081767,2.4517e-4,54.591,9.679,-0.24412,14.949,1012.3,340.36,1.2241
3.809,7.907,-0.36983,9.4719,2.6313,6.9526,1047.5,0.081753,2.4517e-4,54.589,9.679,-0.2432,14.949,1012.3,340.36,1.2241
3.81,7.8939,-0.37365,9.471,2.6282,6.9624,1047.5,0.08174,2.4517e-4,54.587,9.679,-0.24227,14.949,1012.3,340.36,1.2241
3.811,7.8808,-0.37754,9.4702,2.6251,6.9727,1047.5,0.081727,2.4517e-4,54.586,9.679,-0.24134,14.949,1012.3,340.36,1.2241
3.812,7.8676,-0.38152,9.4693,2.622,6.983,1047.5,0.081713,2.4517e-4,54.584,9.679,-0.2404,14.949,1012.3,340.36,1.2241
3.813,7.8545,-0.38558,9.4685,2.619,6.9935,1047.5,0.0817,2.4517e-4,54.582,9.679,-0.23946,14.949,1012.3,340.36,1.2241
3.814,7.8413,-0.38973,9.4676,2.6159,7.0033,1047.5,0.081687,2.4517e-4,54.581,9.679,-0.23851,14.949,1012.3,340.36,1.2241
3.815,7.8282,-0.39395,9.4668,2.6128,7.0137,1047.5,0.081674,2.4517e-4,54.579,9.679,-0.23755,14.949,1012.3,340.36,1.2241
3.816,7.8151,-0.39826,9.4659,2.6098,7.0235,1047.5,0.081661,2.4516e-4,54.578,9.679,-0.23659,14.949,1012.3,340.36,1.2241
3.817,7.8019,-0.40264,9.465,2.6067,7.0335,1047.5,0.081649,2.4516e-4,54.576,9.679,-0.23562,14.949,1012.3,340.36,1.2241
3.818,7.7888,-0.40711,9.4641,2.6037,7.0438,1047.5,0.081636,2.4516e-4,54.575,9.679,-0.23465,14.949,1012.3,340.36,1.2241
3.819,7.7756,-0.41165,9.4632,2.6007,7.0535,1047.5,0.081624,2.4516e-4,54.573,9.679,-0.23368,14.949,1012.3,340.36,1.2241
3.82,7.7625,-0.41627,9.4624,2.5976,7.0637,1047.5,0.081611,2.4516e-4,54.571,9.679,-0.2327,14.95,1012.3,340.36,1.2241
3.821,7.7494,-0.42097,9.4615,2.5946,7.0737,1047.5,0.081599,2.4516e-4,54.57,9.679,-0.23171,14.95,1012.3,340.36,1.2241
3.822,7.7362,-0.42574,9.4606,2.5916,7.0836,1047.5,0.081587,2.4516e-4,54.568,9.679,-0.23072,14.95,1012.3,340.36,1.2241
3.823,7.7231,-0.43059,9.4597,2.5886,7.0936,1047.5,0.081575,2.4516e-4,54.567,9.679,-0.22973,14.95,1012.3,340.36,1.2241
3.824,7.7099,-0.43551,9.4588,2.5856,7.1035,1047.5,0.081563,2.4516e-4,54.565,9.679,-0.22873,14.95,1012.3,340.36,1.2241
3.825,7.6968,-0.4405,9.4578,2.5826,7.1131,1047.5,0.081551,2.4516e-4,54.564,9.679,-0.22773,14.95,1012.3,340.36,1.2241
3.826,7.6837,-0.44557,9.4569,2.5796,7.123,1047.5,0.081539,2.4516e-4,54.562,9.679,-0.22673,14.95,1012.3,340.36,1.2241
3.827,7.6705,-0.4507,9.456,2.5766,7.1328,1047.5,0.081527,2.4516e-4,54.561,9.679,-0.22572,14.95,1012.4,340.36,1.2241
3.828,7.6574,-0.45591,9.4551,2.5736,7.1427,1047.4,0.081515,2.4516e-4,54.559,9.679,-0.22471,14.95,1012.4,340.36,1.2241
3.829,7.6442,-0.46119,9.4542,2.5706,7.1523,1047.4,0.081504,2.4516e-4,54.558,9.679,-0.2237,14.95,1012.4,340.36,1.2241
3.83,7.6311,-0.46654,9.4533,2.5676,7.1622,1047.4,0.081492,2.4516e-4,54.557,9.679,-0.22268,14.95,1012.4,340.36,1.2241
3.831,7.6179,-0.47196,9.4523,2.5647,7.1717,1047.4,0.081481,2.4516e-4,54.555,9.679,-0.22166,14.95,1012.4,340.36,1.2241
3.832,7.6048,-0.47744,9.4514,2.5617,7.1818,1047.4,0.08147,2.4516e-4,54.554,9.679,-0.22064,14.951,1012.4,340.36,1.2241
3.833,7.5916,-0.48299,9.4505,2.5587,7.1913,1047.4,0.081459,2.4516e-4,54.552,9.679,-0.21961,14.951,1012.4,340.36,1.2241
3.834,7.5785,-0.48861,9.4495,2.5558,7.2006,1047.4,0.081448,2.4516e-4,54.551,9.679,-0.21859,14.951,1012.4,340.36,1.2241
3.835,7.5653,-0.49429,9.4486,2.5528,7.2103,1047.4,0.081437,2.4515e-4,54.55,9.679,-0.21756,14.951,1012.4,340.36,1.2241
3.836,7.5522,-0.50004,9.4477,2.5499,7.22,1047.4,0.081426,2.4515e-4,54.548,9.679,-0.21652,14.951,1012.4,340.36,1.2241
3.837,7.539,-0.50585,9.4467,2.547,7.2297,1047.4,0.081415,2.4515e-4,54.547,9.679,-0.21549,14.951,1012.4,340.36,1.2241
3.838,7.5259,-0.51172,9.4458,2.544,7.2393,1047.4,0.081404,2.4515e-4,54.545,9.679,-0.21445,14.951,1012.4,340.36,1.2241
3.839,7.5127,-0.51766,9.4448,2.5411,7.2487,1047.4,0.081394,2.4515e-4,54.544,9.679,-0.21342,14.951,1012.4,340.36,1.2241
3.84,7.4996,-0.52366,9.4439,2.5382,7.2579,1047.4,0.081383,2.4515e-4,54.543,9.679,-0.21238,14.951,1012.4,340.36,1.2241
3.841,7.4864,-0.52972,9.4429,2.5353,7.2678,1047.4,0.081373,2.4515e-4,54.541,9.679,-0.21134,14.951,1012.4,340.36,1.2241
3.842,7.4733,-0.53583,9.442,2.5324,7.2769,1047.4,0.081362,2.4515e-4,54.54,9.679,-0.21029,14.951,1012.4,340.36,1.2241
3.843,7.4601,-0.54201,9.441,2.5295,7.2862,1047.4,0.081352,2.4515e-4,54.539,9.679,-0.20925,14.952,1012.4,340.36,1.2241
3.844,7.447,-0.54825,9.4401,2.5266,7.2958,1047.4,0.081342,2.4515e-4,54.538,9.679,-0.20821,14.952,1012.4,340.36,1.2241
3.845,7.4338,-0.55454,9.4391,2.5237,7.305,1047.4,0.081332,2.4515e-4,54.536,9.679,-0.20716,14.952,1012.4,340.36,1.2242
3.846,7.4207,-0.56089,9.4382,2.5208,7.3142,1047.4,0.081322,2.4515e-4,54.535,9.679,-0.20612,14.952,1012.4,340.36,1.2242
3.847,7.4075,-0.5673,9.4372,2.5179,7.3235,1047.3,0.081312,2.4515e-4,54.534,9.679,-0.20507,14.952,1012.4,340.36,1.2242
3.848,7.3944,-0.57376,9.4363,2.515,7.333,1047.3,0.081302,2.4515e-4,54.533,9.679,-0.20402,14.952,1012.4,340.36,1.2242
3.849,7.3812,-0.58027,9.4353,2.5122,7.3421,1047.3,0.081293,2.4515e-4,54.531,9.679,-0.20297,14.952,1012.4,340.36,1.2242
3.85,7.3681,-0.58684,9.4344,2.5093,7.3512,1047.3,0.081283,2.4515e-4,54.53,9.679,-0.20192,14.952,1012.4,340.36,1.2242
3.851,7.3549,-0.59347,9.4334,2.5065,7.3604,1047.3,0.081274,2.4515e-4,54.529,9.679,-0.20088,14.952,1012.4,340.36,1.2242
3.852,7.3418,-0.60014,9.4325,2.5036,7.3692,1047.3,0.081264,2.4515e-4,54.528,9.679,-0.19983,14.952,1012.4,340.36,1.2242
3.853,7.3286,-0.60687,9.4315,2.5008,7.3785,1047.3,0.081255,2.4514e-4,54.526,9.679,-0.19878,14.952,1012.4,340.36,1.2242
3.854,7.3154,-0.61365,9.4305,2.4979,7.3877,1047.3,0.081246,2.4514e-4,54.525,9.679,-0.19773,14.952,1012.4,340.36,1.2242
3.855,7.3023,-0.62048,9.4296,2.4951,7.3969,1047.3,0.081237,2.4514e-4,54.524,9.679,-0.19668,14.953,1012.4,340.36,1.2242
3.856,7.2891,-0.62736,9.4286,2.4923,7.4055,1047.3,0.081228,2.4514e-4,54.523,9.679,-0.19563,14.953,1012.4,340.36,1.2242
3.857,7.276,-0.63428,9.4277,2.4895,7.4149,1047.3,0.081219,2.4514e-4,54.522,9.679,-0.19458,14.953,1012.4,340.36,1.2242
3.858,7.2628,-0.64126,9.4267,2.4866,7.4235,1047.3,0.08121,2.4514e-4,54.521,9.679,-0.19353,14.953,1012.4,340.36,1.2242
3.859,7.2496,-0.64828,9.4258,2.4838,7.4326,1047.3,0.081201,2.4514e-4,54.52,9.679,-0.19248,14.953,1012.4,340.36,1.2242
3.86,7.2365,-0.65535,9.4248,2.481,7.4414,1047.3,0.081193,2.4514e-4,54.518,9.679,-0.19144,14.953,1012.4,340.36,1.2242
3.861,7.2233,-0.66247,9.4239,2.4782,7.4506,1047.3,0.081184,2.4514e-4,54.517,9.679,-0.19039,14.953,1012.4,340.36,1.2242
3.862,7.2102,-0.66963,9.4229,2.4755,7.4592,1047.3,0.081176,2.4514e-4,54.516,9.679,-0.18934,14.953,1012.4,340.36,1.2242
3.863,7.197,-0.67683,9.422,2.4727,7.4683,1047.3,0.081167,2.4514e-4,54.515,9.679,-0.1883,14.953,1012.4,340.36,1.2242
3.864,7.1838,-0.68408,9.421,2.4699,7.4767,1047.3,0.081159,2.4514e-4,54.514,9.679,-0.18726,14.953,1012.4,340.36,1.2242
3.865,7.1707,-0.69137,9.4201,2.4671,7.4856,1047.3,0.081151,2.4514e-4,54.513,9.679,-0.18621,14.953,1012.4,340.36,1.2242
3.866,7.1575,-0.69871,9.4191,2.4644,7.4947,1047.3,0.081143,2.4514e-4,54.512,9.679,-0.18517,14.953,1012.4,340.36,1.2242
3.867,7.1443,-0.70608,9.4182,2.4616,7.5035,1047.2,0.081135,2.4514e-4,54.511,9.679,-0.18413,14.954,1012.4,340.36,1.2242
3.868,7.1312,-0.7135,9.4172,2.4589,7.5117,1047.2,0.081127,2.4514e-4,54.51,9.679,-0.18309,14.954,1012.4,340.36,1.2242
3.869,7.118,-0.72096,9.4163,2.4561,7.5206,1047.2,0.081119,2.4514e-4,54.509,9.679,-0.18205,14.954,1012.4,340.36,1.2242
3.87,7.1048,-0.72845,9.4153,2.4534,7.5295,1047.2,0.081111,2.4514e-4,54.508,9.679,-0.18102,14.954,1012.4,340.36,1.2242
3.871,7.0917,-0.73599,9.4144,2.4507,7.5377,1047.2,0.081104,2.4514e-4,54.507,9.679,-0.17998,14.954,1012.4,340.36,1.2242
3.872,7.0785,-0.74356,9.4135,2.4479,7.5464,1047.2,0.081096,2.4513e-4,54.506,9.679,-0.17895,14.954,1012.4,340.36,1.2242
3.873,7.0653,-0.75118,9.4125,2.4452,7.5554,1047.2,0.081089,2.4513e-4,54.505,9.679,-0.17792,14.954,1012.4,340.36,1.2242
3.874,7.0521,-0.75883,9.4116,2.4425,7.5639,1047.2,0.081082,2.4513e-4,54.504,9.679,-0.17689,14.954,1012.4,340.36,1.2242
3.875,7.039,-0.76651,9.4106,2.4398,7.5724,1047.2,0.081074,2.4513e-4,54.503,9.679,-0.17586,14.954,1012.4,340.36,1.2242
3.876,7.0258,-0.77423,9.4097,2.4371,7.5808,1047.2,0.081067,2.4513e-4,54.502,9.679,-0.17483,14.954,1012.4,340.36,1.2242
3.877,7.0126,-0.78199,9.4088,2.4344,7.5892,1047.2,0.08106,2.4513e-4,54.501,9.679,-0.17381,14.954,1012.4,340.36,1.2242
3.878,6.9994,-0.78978,9.4078,2.4317,7.5976,1047.2,0.081053,2.4513e-4,54.5,9.679,-0.17279,14.955,1012.4,340.36,1.2242
3.879,6.9863,-0.7976,9.4069,2.429,7.606,1047.2,0.081046,2.4513e-4,54.499,9.679,-0.17177,14.955,1012.4,340.36,1.2242
3.88,6.9731,-0.80546,9.406,2.4264,7.6147,1047.2,0.081039,2.4513e-4,54.498,9.679,-0.17075,14.955,1012.4,340.36,1.2242
3.881,6.9599,-0.81335,9.4051,2.4237,7.6229,1047.2,0.081033,2.4513e-4,54.497,9.679,-0.16973,14.955,1012.4,340.36,1.2242
3.882,6.9467,-0.82127,9.4041,2.421,7.6314,1047.2,0.081026,2.4513e-4,54.496,9.679,-0.16872,14.955,1012.4,340.36,1.2242
3.883,6.9336,-0.82922,9.4032,2.4184,7.6394,1047.2,0.081019,2.4513e-4,54.496,9.679,-0.16771,14.955,1012.4,340.36,1.2242
3.884,6.9204,-0.83721,9.4023,2.4157,7.6477,1047.2,0.081013,2.4513e-4,54.495,9.679,-0.1667,14.955,1012.4,340.36,1.2242
3.885,6.9072,-0.84522,9.4014,2.4131,7.6563,1047.2,0.081007,2.4513e-4,54.494,9.679,-0.1657,14.955,1012.4,340.36,1.2242
3.886,6.894,-0.85326,9.4005,2.4104,7.6643,1047.1,0.081,2.4513e-4,54.493,9.679,-0.16469,14.955,1012.4,340.36,1.2242
3.887,6.8808,-0.86133,9.3996,2.4078,7.6729,1047.1,0.080994,2.4513e-4,54.492,9.679,-0.16369,14.955,1012.4,340.36,1.2242
3.888,6.8677,-0.86943,9.3987,2.4052,7.6807,1047.1,0.080988,2.4513e-4,54.491,9.679,-0.1627,14.955,1012.4,340.36,1.2242
3.889,6.8545,-0.87755,9.3978,2.4026,7.689,1047.1,0.080982,2.4513e-4,54.49,9.679,-0.1617,14.955,1012.4,340.36,1.2242
3.89,6.8413,-0.8857,9.3969,2.4,7.6974,1047.1,0.080976,2.4512e-4,54.49,9.679,-0.16071,14.956,1012.4,340.36,1.2242
3.891,6.8281,-0.89388,9.396,2.3974,7.7056,1047.1,0.08097,2.4512e-4,54.489,9.679,-0.15972,14.956,1012.4,340.36,1.2242
3.892,6.8149,-0.90209,9.3951,2.3948,7.7137,1047.1,0.080965,2.4512e-4,54.488,9.679,-0.15873,14.956,1012.5,340.36,1.2242
3.893,6.8017,-0.91031,9.3942,2.3922,7.7219,1047.1,0.080959,2.4512e-4,54.487,9.679,-0.15775,14.956,1012.5,340.36,1.2242
3.894,6.7885,-0.91857,9.3933,2.3896,7.7295,1047.1,0.080953,2.4512e-4,54.487,9.679,-0.15677,14.956,1012.5,340.36,1.2242
3.895,6.7754,-0.92684,9.3924,2.387,7.738,1047.1,0.080948,2.4512e-4,54.486,9.679,-0.15579,14.956,1012.5,340.36,1.2242
3.896,6.7622,-0.93514,9.3915,2.3845,7.746,1047.1,0.080943,2.4512e-4,54.485,9.679,-0.15482,14.956,1012.5,340.36,1.2242
3.897,6.749,-0.94346,9.3906,2.3819,7.7542,1047.1,0.080937,2.4512e-4,54.484,9.679,-0.15385,14.956,1012.5,340.36,1.2242
3.898,6.7358,-0.9518,9.3898,2.3793,7.762,1047.1,0.080932,2.4512e-4,54.484,9.679,-0.15288,14.956,1012.5,340.36,1.2242
3.899,6.7226,-0.96017,9.3889,2.3768,7.7701,1047.1,0.080927,2.4512e-4,54.483,9.679,-0.15191,14.956,1012.5,340.36,1.2242
3.9,6.7094,-0.96855,9.388,2.3742,7.7778,1047.1,0.080922,2.4512e-4,54.482,9.679,-0.15095,14.956,1012.5,340.36,1.2242
3.901,6.6962,-0.97696,9.3871,2.3717,7.7858,1047.1,0.080917,2.4512e-4,54.482,9.679,-0.15,14.956,1012.5,340.36,1.2242
3.902,6.683,-0.98538,9.3863,2.3692,7.7935,1047.1,0.080912,2.4512e-4,54.481,9.679,-0.14904,14.957,1012.5,340.36,1.2242
3.903,6.6698,-0.99382,9.3854,2.3667,7.8013,1047.1,0.080908,2.4512e-4,54.48,9.679,-0.14809,14.957,1012.5,340.36,1.2242
3.904,6.6566,-1.0023,9.3846,2.3641,7.8095,1047.1,0.080903,2.4512e-4,54.48,9.679,-0.14714,14.957,1012.5,340.36,1.2242
3.905,6.6434,-1.0108,9.3837,2.3616,7.8172,1047,0.080898,2.4512e-4,54.479,9.679,-0.1462,14.957,1012.5,340.36,1.2242
3.906,6.6302,-1.0193,9.3829,2.3591,7.825,1047,0.080894,2.4512e-4,54.478,9.679,-0.14526,14.957,1012.5,340.36,1.2242
3.907,6.617,-1.0278,9.382,2.3566,7.8327,1047,0.080889,2.4512e-4,54.478,9.679,-0.14432,14.957,1012.5,340.36,1.2242
3.908,6.6038,-1.0363,9.3812,2.3542,7.8409,1047,0.080885,2.4512e-4,54.477,9.679,-0.14339,14.957,1012.5,340.36,1.2242
3.909,6.5906,-1.0448,9.3803,2.3517,7.8483,1047,0.080881,2.4511e-4,54.476,9.679,-0.14246,14.957,1012.5,340.36,1.2242
3.91,6.5774,-1.0534,9.3795,2.3492,7.856,1047,0.080877,2.4511e-4,54.476,9.679,-0.14153,14.957,1012.5,340.36,1.2242
3.911,6.5642,-1.062,9.3786,2.3467,7.8638,1047,0.080873,2.4511e-4,54.475,9.679,-0.14061,14.957,1012.5,340.36,1.2242
3.912,6.551,-1.0706,9.3778,2.3443,7.8714,1047,0.080869,2.4511e-4,54.475,9.679,-0.13969,14.957,1012.5,340.36,1.2243
3.913,6.5378,-1.0791,9.377,2.3418,7.8795,1047,0.080865,2.4511e-4,54.474,9.679,-0.13878,14.958,1012.5,340.36,1.2243
3.914,6.5246,-1.0878,9.3762,2.3394,7.8872,1047,0.080861,2.4511e-4,54.474,9.679,-0.13787,14.958,1012.5,340.36,1.2243
3.915,6.5114,-1.0964,9.3753,2.3369,7.8945,1047,0.080857,2.4511e-4,54.473,9.679,-0.13696,14.958,1012.5,340.36,1.2243
3.916,6.4982,-1.105,9.3745,2.3345,7.9025,1047,0.080854,2.4511e-4,54.472,9.679,-0.13606,14.958,1012.5,340.36,1.2243
3.917,6.4849,-1.1137,9.3737,2.3321,7.9102,1047,0.08085,2.4511e-4,54.472,9.679,-0.13516,14.958,1012.5,340.36,1.2243
3.918,6.4717,-1.1223,9.3729,2.3297,7.9177,1047,0.080847,2.4511e-4,54.471,9.679,-0.13426,14.958,1012.5,340.36,1.2243
3.919,6.4585,-1.131,9.3721,2.3272,7.9249,1047,0.080844,2.4511e-4,54.471,9.679,-0.13337,14.958,1012.5,340.36,1.2243
3.92,6.4453,-1.1397,9.3713,2.3248,7.9325,1047,0.08084,2.4511e-4,54.47,9.679,-0.13249,14.958,1012.5,340.36,1.2243
3.921,6.4321,-1.1483,9.3705,2.3224,7.9402,1047,0.080837,2.4511e-4,54.47,9.679,-0.1316,14.958,1012.5,340.36,1.2243
3.922,6.4189,-1.157,9.3697,2.3201,7.948,1047,0.080834,2.4511e-4,54.47,9.679,-0.13072,14.958,1012.5,340.36,1.2243
3.923,6.4056,-1.1657,9.3689,2.3177,7.9554,1047,0.080831,2.4511e-4,54.469,9.679,-0.12985,14.958,1012.5,340.36,1.2243
3.924,6.3924,-1.1744,9.3681,2.3153,7.9629,1047,0.080828,2.4511e-4,54.469,9.679,-0.12898,14.958,1012.5,340.36,1.2243
3.925,6.3792,-1.1831,9.3674,2.3129,7.9703,1046.9,0.080826,2.4511e-4,54.468,9.679,-0.12811,14.959,1012.5,340.36,1.2243
3.926,6.366,-1.1919,9.3666,2.3106,7.9777,1046.9,0.080823,2.4511e-4,54.468,9.679,-0.12725,14.959,1012.5,340.36,1.2243
3.927,6.3528,-1.2006,9.3658,2.3082,7.9854,1046.9,0.08082,2.451e-4,54.467,9.679,-0.12639,14.959,1012.5,340.36,1.2243
3.928,6.3395,-1.2093,9.365,2.3059,7.9926,1046.9,0.080818,2.451e-4,54.467,9.679,-0.12554,14.959,1012.5,340.36,1.2243
3.929,6.3263,-1.218,9.3643,2.3035,8.0001,1046.9,0.080815,2.451e-4,54.467,9.679,-0.12469,14.959,1012.5,340.36,1.2243
3.93,6.3131,-1.2268,9.3635,2.3012,8.0075,1046.9,0.080813,2.451e-4,54.466,9.679,-0.12384,14.959,1012.5,340.36,1.2243
3.931,6.2999,-1.2355,9.3627,2.2989,8.0148,1046.9,0.080811,2.451e-4,54.466,9.679,-0.123,14.959,1012.5,340.36,1.2243
3.932,6.2866,-1.2443,9.362,2.2966,8.0221,1046.9,0.080808,2.451e-4,54.465,9.679,-0.12216,14.959,1012.5,340.36,1.2243
3.933,6.2734,-1.253,9.3612,2.2942,8.0297,1046.9,0.080806,2.451e-4,54.465,9.679,-0.12133,14.959,1012.5,340.36,1.2243
3.934,6.2602,-1.2618,9.3605,2.2919,8.0369,1046.9,0.080804,2.451e-4,54.465,9.679,-0.1205,14.959,1012.5,340.36,1.2243
3.935,6.2469,-1.2705,9.3598,2.2896,8.0442,1046.9,0.080802,2.451e-4,54.464,9.679,-0.11968,14.959,1012.5,340.36,1.2243
3.936,6.2337,-1.2793,9.359,2.2874,8.0516,1046.9,0.0808,2.451e-4,54.464,9.679,-0.11886,14.959,1012.5,340.36,1.2243
3.937,6.2205,-1.288,9.3583,2.2851,8.0592,1046.9,0.080799,2.451e-4,54.464,9.679,-0.11804,14.96,1012.5,340.36,1.2243
3.938,6.2072,-1.2968,9.3576,2.2828,8.0665,1046.9,0.080797,2.451e-4,54.464,9.679,-0.11723,14.96,1012.5,340.36,1.2243
3.939,6.194,-1.3055,9.3568,2.2805,8.0733,1046.9,0.080796,2.451e-4,54.463,9.679,-0.11642,14.96,1012.5,340.36,1.2243
3.94,6.1808,-1.3143,9.3561,2.2783,8.0808,1046.9,0.080794,2.451e-4,54.463,9.679,-0.11562,14.96,1012.5,340.36,1.2243
3.941,6.1675,-1.323,9.3554,2.276,8.0881,1046.9,0.080793,2.451e-4,54.463,9.679,-0.11482,14.96,1012.5,340.36,1.2243
3.942,6.1543,-1.3317,9.3547,2.2738,8.0952,1046.9,0.080791,2.451e-4,54.462,9.679,-0.11403,14.96,1012.5,340.36,1.2243
3.943,6.141,-1.3405,9.354,2.2715,8.1026,1046.9,0.08079,2.451e-4,54.462,9.679,-0.11324,14.96,1012.5,340.36,1.2243
3.944,6.1278,-1.3492,9.3533,2.2693,8.1096,1046.8,0.080789,2.451e-4,54.462,9.679,-0.11245,14.96,1012.5,340.36,1.2243
3.945,6.1145,-1.358,9.3526,2.2671,8.1172,1046.8,0.080788,2.4509e-4,54.462,9.679,-0.11167,14.96,1012.5,340.36,1.2243
3.946,6.1013,-1.3667,9.3519,2.2649,8.1244,1046.8,0.080787,2.4509e-4,54.462,9.679,-0.1109,14.96,1012.5,340.36,1.2243
3.947,6.088,-1.3754,9.3512,2.2627,8.1312,1046.8,0.080786,2.4509e-4,54.461,9.679,-0.11013,14.96,1012.5,340.36,1.2243
3.948,6.0748,-1.3841,9.3505,2.2605,8.1387,1046.8,0.080785,2.4509e-4,54.461,9.679,-0.10936,14.961,1012.5,340.36,1.2243
3.949,6.0615,-1.3929,9.3498,2.2583,8.1455,1046.8,0.080785,2.4509e-4,54.461,9.679,-0.1086,14.961,1012.5,340.37,1.2243
3.95,6.0483,-1.4016,9.3491,2.2561,8.1527,1046.8,0.080784,2.4509e-4,54.461,9.679,-0.10784,14.961,1012.5,340.37,1.2243
3.951,6.035,-1.4103,9.3485,2.2539,8.1598,1046.8,0.080784,2.4509e-4,54.461,9.679,-0.10708,14.961,1012.5,340.37,1.2243
3.952,6.0218,-1.419,9.3478,2.2517,8.167,1046.8,0.080783,2.4509e-4,54.46,9.679,-0.10634,14.961,1012.5,340.37,1.2243
3.953,6.0085,-1.4277,9.3471,2.2496,8.1742,1046.8,0.080783,2.4509e-4,54.46,9.679,-0.10559,14.961,1012.5,340.37,1.2243
3.954,5.9953,-1.4364,9.3465,2.2474,8.1814,1046.8,0.080782,2.4509e-4,54.46,9.679,-0.10485,14.961,1012.5,340.37,1.2243
3.955,5.982,-1.445,9.3458,2.2453,8.1884,1046.8,0.080782,2.4509e-4,54.46,9.679,-0.10411,14.961,1012.5,340.37,1.2243
3.956,5.9687,-1.4537,9.3452,2.2431,8.1955,1046.8,0.080782,2.4509e-4,54.46,9.679,-0.10338,14.961,1012.5,340.37,1.2243
3.957,5.9555,-1.4624,9.3445,2.241,8.2024,1046.8,0.080782,2.4509e-4,54.46,9.679,-0.10266,14.961,1012.6,340.37,1.2243
3.958,5.9422,-1.471,9.3439,2.2389,8.2095,1046.8,0.080782,2.4509e-4,54.46,9.679,-0.10193,14.961,1012.6,340.37,1.2243
3.959,5.9289,-1.4796,9.3432,2.2367,8.217,1046.8,0.080783,2.4509e-4,54.46,9.679,-0.10122,14.961,1012.6,340.37,1.2243
3.96,5.9157,-1.4883,9.3426,2.2346,8.2239,1046.8,0.080783,2.4509e-4,54.46,9.679,-0.1005,14.962,1012.6,340.37,1.2243
3.961,5.9024,-1.4969,9.342,2.2325,8.2308,1046.8,0.080783,2.4509e-4,54.46,9.679,-0.099793,14.962,1012.6,340.37,1.2243
3.962,5.8891,-1.5055,9.3413,2.2304,8.238,1046.8,0.080784,2.4509e-4,54.46,9.679,-0.099088,14.962,1012.6,340.37,1.2243
3.963,5.8759,-1.5141,9.3407,2.2283,8.2449,1046.7,0.080784,2.4509e-4,54.46,9.679,-0.098388,14.962,1012.6,340.37,1.2243
3.964,5.8626,-1.5227,9.3401,2.2263,8.2522,1046.7,0.080785,2.4508e-4,54.459,9.679,-0.097693,14.962,1012.6,340.37,1.2243
3.965,5.8493,-1.5313,9.3395,2.2242,8.2589,1046.7,0.080785,2.4508e-4,54.459,9.679,-0.097001,14.962,1012.6,340.37,1.2243
3.966,5.836,-1.5398,9.3389,2.2221,8.266,1046.7,0.080786,2.4508e-4,54.459,9.679,-0.096315,14.962,1012.6,340.37,1.2243
3.967,5.8228,-1.5484,9.3383,2.2201,8.2732,1046.7,0.080787,2.4508e-4,54.459,9.679,-0.095633,14.962,1012.6,340.37,1.2243
3.968,5.8095,-1.5569,9.3377,2.218,8.2803,1046.7,0.080788,2.4508e-4,54.46,9.679,-0.094955,14.962,1012.6,340.37,1.2243
3.969,5.7962,-1.5654,9.3371,2.216,8.2872,1046.7,0.080789,2.4508e-4,54.46,9.679,-0.094282,14.962,1012.6,340.37,1.2243
3.97,5.7829,-1.5739,9.3365,2.2139,8.2943,1046.7,0.08079,2.4508e-4,54.46,9.679,-0.093613,14.962,1012.6,340.37,1.2243
3.971,5.7696,-1.5824,9.3359,2.2119,8.3013,1046.7,0.080792,2.4508e-4,54.46,9.679,-0.092949,14.962,1012.6,340.37,1.2243
3.972,5.7564,-1.5909,9.3353,2.2099,8.3081,1046.7,0.080793,2.4508e-4,54.46,9.679,-0.092289,14.963,1012.6,340.37,1.2243
3.973,5.7431,-1.5993,9.3347,2.2079,8.3151,1046.7,0.080794,2.4508e-4,54.46,9.679,-0.091634,14.963,1012.6,340.37,1.2243
