# Time (s),Vertical acceleration (m/s²),Pitch rate (rad/s)
0,-9.6608,0
1.5e-4,-9.3323,-0.11927
3.75e-4,-8.8395,-0.11936
7.125e-4,-8.1003,-0.1195
0.0012188,-6.7808,-0.1197
0.0019781,-5.4503,-0.11996
0.0029781,-3.6981,-0.12025
0.0039781,-1.9459,-0.1205
0.0049781,-0.19375,-0.12067
0.0059781,1.5585,-0.12079
0.0069781,3.3107,-0.12084
0.0079781,5.063,-0.12084
0.0089781,6.8153,-0.12078
0.0099781,8.5676,-0.12067
0.010978,10.32,-0.1205
0.011978,12.072,-0.12028
0.012978,13.825,-0.12001
0.013978,15.577,-0.11967
0.014978,16.476,-0.11929
0.015978,16.445,-0.11942
0.016978,16.413,-0.11957
0.017978,16.381,-0.11973
0.018978,16.349,-0.11988
0.019978,16.318,-0.12005
0.020978,16.286,-0.12022
0.021978,16.254,-0.1204
0.022978,16.222,-0.12057
0.023978,16.19,-0.12076
0.024978,16.159,-0.12094
0.025978,16.127,-0.12113
0.026978,16.095,-0.12132
0.027978,16.063,-0.12153
0.028978,16.032,-0.12172
0.029978,16,-0.12193
0.030978,15.968,-0.12214
0.031978,15.936,-0.12236
0.032978,15.904,-0.12257
0.033978,15.873,-0.12279
0.034978,15.841,-0.12302
0.035978,15.809,-0.12325
0.036978,15.777,-0.12348
0.037978,15.745,-0.12371
0.038978,15.714,-0.12395
0.039978,15.682,-0.12419
0.040978,15.65,-0.12444
0.041978,15.618,-0.12468
0.042978,15.586,-0.12493
0.043978,15.555,-0.12519
0.044978,15.523,-0.12544
0.045978,15.491,-0.1257
0.046978,15.459,-0.12596
0.047978,15.427,-0.12622
0.048978,15.396,-0.12649
0.049978,15.364,-0.12676
0.050978,15.332,-0.12703
0.051978,15.3,-0.1273
0.052978,15.268,-0.12757
0.053978,15.236,-0.12785
0.054978,15.205,-0.12812
0.055978,15.173,-0.1284
0.056978,15.141,-0.12869
0.057978,15.109,-0.12896
0.058978,15.077,-0.12925
0.059978,15.046,-0.12954
0.060978,15.014,-0.12982
0.061978,14.982,-0.13011
0.062978,14.95,-0.13039
0.063978,14.918,-0.13067
0.064978,14.886,-0.13096
0.065978,14.854,-0.13125
0.066978,14.823,-0.13154
0.067978,14.791,-0.13183
0.068978,14.759,-0.13211
0.069978,14.727,-0.1324
0.070978,14.695,-0.13269
0.071978,14.663,-0.13298
0.072978,14.632,-0.13326
0.073978,14.6,-0.13354
0.074978,14.568,-0.13383
0.075978,14.536,-0.13412
0.076978,14.515,-0.1344
0.077978,14.507,-0.13486
0.078978,14.499,-0.13532
0.079978,14.49,-0.1358
0.080978,14.482,-0.13626
0.081978,14.473,-0.13674
0.082978,14.465,-0.13722
0.083978,14.457,-0.13771
0.084978,14.448,-0.13819
0.085978,14.44,-0.13869
0.086978,14.432,-0.13917
0.087978,14.423,-0.13967
0.088978,14.415,-0.14017
0.089978,14.406,-0.14068
0.090978,14.398,-0.14118
0.091978,14.39,-0.1417
0.092978,14.381,-0.1422
0.093978,14.373,-0.14272
0.094978,14.365,-0.14324
0.095978,14.356,-0.14376
0.096978,14.348,-0.14428
0.097978,14.339,-0.1448
0.098978,14.331,-0.14533
0.099978,14.323,-0.14586
0.10098,14.314,-0.14639
0.10198,14.306,-0.14693
0.10298,14.297,-0.14746
0.10398,14.289,-0.148
0.10498,14.281,-0.14855
0.10598,14.272,-0.14908
0.10698,14.264,-0.14963
0.10798,14.255,-0.15018
0.10898,14.247,-0.15074
0.10998,14.239,-0.15129
0.11098,14.23,-0.15184
0.11198,14.222,-0.15239
0.11298,14.213,-0.15296
0.11398,14.205,-0.15352
0.11498,14.197,-0.15409
0.11598,14.188,-0.15465
0.11698,14.18,-0.15521
0.11798,14.171,-0.15579
0.11898,14.163,-0.15635
0.11998,14.154,-0.15692
0.12098,14.146,-0.1575
0.12198,14.138,-0.15806
0.12298,14.129,-0.15864
0.12398,14.121,-0.15921
0.12498,14.112,-0.1598
0.12598,14.104,-0.16038
0.12698,14.096,-0.16096
0.12798,14.087,-0.16155
0.12898,14.079,-0.16212
0.12998,14.07,-0.16272
0.13098,14.062,-0.1633
0.13198,14.053,-0.16389
0.13298,14.045,-0.16448
0.13398,14.037,-0.16507
0.13498,14.028,-0.16565
0.13598,14.02,-0.16624
0.13698,14.011,-0.16684
0.13798,14.003,-0.16742
0.13898,13.994,-0.16802
0.13998,13.986,-0.16861
0.14098,13.978,-0.16922
0.14198,13.969,-0.16981
0.14298,13.961,-0.17041
0.14398,13.952,-0.17101
0.14498,13.944,-0.25898
0.14598,13.935,-0.25952
0.14698,13.927,-0.26007
0.14798,13.918,-0.26063
0.14898,13.91,-0.26118
0.14998,13.901,-0.26173
0.15098,13.893,-0.26228
0.15198,13.884,-0.26282
0.15298,13.876,-0.26338
0.15398,13.868,-0.26393
0.15498,13.859,-0.26449
0.15598,13.851,-0.26505
0.15698,13.842,-0.26561
0.15798,13.834,-0.26615
0.15898,13.825,-0.26673
0.15998,13.817,-0.26729
0.16098,13.808,-0.26786
0.16198,13.8,-0.26842
0.16298,13.791,-0.26899
0.16398,13.783,-0.26954
0.16498,13.774,-0.27011
0.16598,13.766,-0.27068
0.16698,13.758,-0.27125
0.16798,13.749,-0.27181
0.16898,13.741,-0.27238
0.16998,13.732,-0.27296
0.17098,13.724,-0.27352
0.17198,13.715,-0.2741
0.17298,13.707,-0.27466
0.17398,13.698,-0.27523
0.17498,13.69,-0.27582
0.17598,13.681,-0.27639
0.17698,13.673,-0.27695
0.17798,13.664,-0.27752
0.17898,13.656,-0.27812
0.17998,13.647,-0.27869
0.18098,13.639,-0.27925
0.18198,13.631,-0.27984
0.18298,13.622,-0.28042
0.18398,13.614,-0.28098
0.18498,13.605,-0.28155
0.18598,13.597,-0.28212
0.18698,13.588,-0.2827
0.18798,13.58,-0.28329
0.18898,13.571,-0.28385
0.18998,13.563,-0.28442
0.19098,13.554,-0.28502
0.19198,13.546,-0.2856
0.19298,13.537,-0.28616
0.19398,13.529,-0.28673
0.19498,13.52,-0.2873
0.19598,13.512,-0.28789
0.19698,13.503,-0.28847
0.19798,13.495,-0.28903
0.19898,13.486,-0.28962
0.19998,13.478,-0.29018
0.20098,13.465,-0.29075
0.20198,13.447,-0.29139
0.20298,13.429,-0.292
0.20398,13.411,-0.29262
0.20498,13.392,-0.29325
0.20598,13.374,-0.29388
0.20698,13.356,-0.29453
0.20798,13.338,-0.29515
0.20898,13.32,-0.29577
0.20998,13.302,-0.29639
0.21098,13.284,-0.29704
0.21198,13.266,-0.29766
0.21298,13.248,-0.29827
0.21398,13.23,-0.2989
0.21498,13.211,-0.29953
0.21598,13.193,-0.30017
0.21698,13.175,-0.30079
0.21798,13.157,-0.30142
0.21898,13.139,-0.30204
0.21998,13.121,-0.30267
0.22098,13.103,-0.3033
0.22198,13.085,-0.30393
0.22298,13.067,-0.30456
0.22398,13.048,-0.30517
0.22498,13.03,-0.3058
0.22598,13.012,-0.30642
0.22698,12.994,-0.30702
0.22798,12.976,-0.30765
0.22898,12.958,-0.30828
0.22998,12.94,-0.30889
0.23098,12.922,-0.30954
0.23198,12.904,-0.31016
0.23298,12.885,-0.31078
0.23398,12.867,-0.31138
0.23498,12.849,-0.312
0.23598,12.831,-0.31261
0.23698,12.813,-0.31323
0.23798,12.795,-0.31386
0.23898,12.777,-0.31448
0.23998,12.759,-0.31511
0.24098,12.74,-0.31573
0.24198,12.722,-0.31633
0.24298,12.704,-0.31696
0.24398,12.686,-0.31755
0.24498,12.668,-0.31818
0.24598,12.65,-0.31879
0.24698,12.632,-0.3194
0.24798,12.614,-0.32
0.24898,12.595,-0.32061
0.24998,12.577,-0.32122
0.25098,12.559,-0.32185
0.25198,12.541,-0.32245
0.25298,12.523,-0.32306
0.25398,12.505,-0.32369
0.25498,12.487,-0.32428
0.25598,12.468,-0.32488
0.25698,12.45,-0.32547
0.25798,12.432,-0.32608
0.25898,12.414,-0.32669
0.25998,12.396,-0.32731
0.26098,12.378,-0.32788
0.26198,12.36,-0.3285
0.26298,12.341,-0.32908
0.26398,12.323,-0.32969
0.26498,12.305,-0.33028
0.26598,12.287,-0.33087
0.26698,12.269,-0.33146
0.26798,12.251,-0.33206
0.26898,12.233,-0.33267
0.26998,12.214,-0.33324
0.27098,12.196,-0.33382
0.27198,12.178,-0.33441
0.27298,12.16,-0.335
0.27398,12.142,-0.33558
0.27498,12.124,-0.33617
0.27598,12.106,-0.33676
0.27698,12.087,-0.33736
0.27798,12.069,-0.3379
0.27898,12.051,-0.33851
0.27998,12.033,-0.33909
0.28098,12.015,-0.33965
0.28198,11.997,-0.3402
0.28298,11.979,-0.34078
0.28398,11.96,-0.34134
0.28498,11.942,-0.34193
0.28598,11.924,-0.34248
0.28698,11.906,-0.34305
0.28798,11.888,-0.34364
0.28898,11.87,-0.3442
0.28998,11.851,-0.34472
0.29098,11.833,-0.34532
0.29198,11.815,-0.34583
0.29298,11.797,-0.34639
0.29398,11.779,-0.34695
0.29498,11.761,-0.34753
0.29598,11.742,-0.34805
0.29698,11.724,-0.34859
0.29798,11.706,-0.34917
0.29898,11.688,-0.3497
0.29998,11.67,-0.35024
0.30098,11.652,-0.35075
0.30198,11.633,-0.3513
0.30298,11.615,-0.35185
0.30398,11.597,-0.35238
0.30498,11.579,-0.35288
0.30598,11.561,-0.35342
0.30698,11.543,-0.35393
0.30798,11.524,-0.35447
0.30898,11.506,-0.35498
0.30998,11.489,-0.35547
0.31098,11.473,-0.35611
0.31198,11.457,-0.35675
0.31298,11.442,-0.35738
0.31398,11.426,-0.35795
0.31498,11.41,-0.35861
0.31598,11.394,-0.35919
0.31698,11.378,-0.35984
0.31798,11.362,-0.36048
0.31898,11.346,-0.36109
0.31998,11.33,-0.3617
0.32098,11.315,-0.36231
0.32198,11.299,-0.36291
0.32298,11.283,-0.36352
0.32398,11.267,-0.36413
0.32498,11.251,-0.36474
0.32598,11.235,-0.36539
0.32698,11.219,-0.366
0.32798,11.203,-0.36657
0.32898,11.188,-0.36721
0.32998,11.172,-0.36782
0.33098,11.156,-0.36841
0.33198,11.14,-0.36904
0.33298,11.124,-0.36965
0.33398,11.108,-0.37026
0.33498,11.092,-0.37085
0.33598,11.076,-0.37145
0.33698,11.06,-0.37208
0.33798,11.045,-0.37268
0.33898,11.029,-0.37324
0.33998,11.013,-0.37386
0.34098,10.997,-0.37447
0.34198,10.981,-0.37508
0.34298,10.965,-0.37567
0.34398,10.949,-0.37627
0.34498,10.933,-0.37685
0.34598,10.917,-0.37747
0.34698,10.902,-0.37806
0.34798,10.886,-0.37868
0.34898,10.87,-0.37926
0.34998,10.854,-0.37982
0.35098,10.838,-0.38045
0.35198,10.822,-0.38102
0.35298,10.806,-0.38161
0.35398,10.79,-0.38218
0.35498,10.774,-0.38281
0.35598,10.758,-0.38338
0.35698,10.743,-0.384
0.35798,10.727,-0.38455
0.35898,10.711,-0.38518
0.35998,10.695,-0.38577
0.36098,10.679,-0.38636
0.36198,10.663,-0.38694
0.36298,10.647,-0.38752
0.36398,10.631,-0.38811
0.36498,10.615,-0.38866
0.36598,10.599,-0.38923
0.36698,10.584,-0.38981
0.36798,10.568,-0.39043
0.36898,10.552,-0.39096
0.36998,10.536,-0.39156
0.37098,10.52,-0.39211
0.37198,10.504,-0.39274
0.37298,10.488,-0.39327
0.37398,10.472,-0.39387
0.37498,10.456,-0.39443
0.37598,10.44,-0.39498
0.37698,10.424,-0.39555
0.37798,10.408,-0.39612
0.37898,10.393,-0.3967
0.37998,10.377,-0.39727
0.38098,10.361,-0.39785
0.38198,10.345,-0.39842
0.38298,10.329,-0.39898
0.38398,10.313,-0.39957
0.38498,10.297,-0.40008
0.38598,10.281,-0.40063
0.38698,10.265,-0.40125
0.38798,10.249,-0.40178
0.38898,10.233,-0.40238
0.38998,10.217,-0.40292
0.39098,10.202,-0.40347
0.39198,10.186,-0.40401
0.39298,10.17,-0.40457
0.39398,10.154,-0.40511
0.39498,10.138,-0.40568
0.39598,10.122,-0.40626
0.39698,10.106,-0.40677
0.39798,10.09,-0.40736
0.39898,10.074,-0.40786
0.39998,10.058,-0.40846
0.40098,10.042,-0.40895
0.40198,10.026,-0.40954
0.40298,10.01,-0.4101
0.40398,9.9945,-0.41065
0.40498,9.9786,-0.41118
0.40598,9.9626,-0.41167
0.40698,9.9467,-0.41224
0.40798,9.9308,-0.41275
0.40898,9.9148,-0.41331
0.40998,9.8989,-0.41383
0.41098,9.883,-0.4144
0.41198,9.867,-0.41492
0.41298,9.8511,-0.41541
0.41398,9.8351,-0.41597
0.41498,9.8192,-0.41654
0.41598,9.8033,-0.41703
0.41698,9.7873,-0.4176
0.41798,9.7714,-0.41807
0.41898,9.7554,-0.41863
0.41998,9.7395,-0.41911
0.42098,9.7235,-0.41971
0.42198,9.7076,-0.42021
0.42298,9.6917,-0.42068
0.42398,9.6757,-0.42127
0.42498,9.6598,-0.42173
0.42598,9.6438,-0.42229
0.42698,9.6279,-0.42278
0.42798,9.6119,-0.42332
0.42898,9.596,-0.42379
0.42998,9.58,-0.42429
0.43098,9.5641,-0.42479
0.43198,9.5481,-0.4253
0.43298,9.5322,-0.42587
0.43398,9.5162,-0.42634
0.43498,9.5003,-0.42685
0.43598,9.4843,-0.42738
0.43698,9.4683,-0.42784
0.43798,9.4524,-0.42836
0.43898,9.4364,-0.4289
0.43998,9.4205,-0.42934
0.44098,9.4045,-0.42988
0.44198,9.3886,-0.43039
0.44298,9.3726,-0.43083
0.44398,9.3566,-0.43129
0.44498,9.3407,-0.43187
0.44598,9.3247,-0.43227
0.44698,9.3088,-0.43284
0.44798,9.2928,-0.43327
0.44898,9.2768,-0.4338
0.44998,9.2609,-0.43424
0.45098,9.2449,-0.43476
0.45198,9.2289,-0.43523
0.45298,9.213,-0.43569
0.45398,9.197,-0.43616
0.45498,9.181,-0.43665
0.45598,9.1651,-0.43711
0.45698,9.1491,-0.43759
0.45798,9.1331,-0.4381
0.45898,9.1171,-0.43855
0.45998,9.1012,-0.43895
0.46098,9.0852,-0.43946
0.46198,9.0692,-0.43988
0.46298,9.0532,-0.4404
0.46398,9.0355,-0.44087
0.46498,9.0157,-0.44149
0.46598,8.9959,-0.44214
0.46698,8.9761,-0.4427
0.46798,8.9563,-0.44335
0.46898,8.9365,-0.44396
0.46998,8.9167,-0.44463
0.47098,8.897,-0.44522
0.47198,8.8772,-0.44587
0.47298,8.8574,-0.44647
0.47398,8.8376,-0.44706
0.47498,8.8178,-0.44766
0.47598,8.798,-0.44831
0.47698,8.7782,-0.44883
0.47798,8.7584,-0.44947
0.47898,8.7386,-0.45004
0.47998,8.7188,-0.45065
0.48098,8.699,-0.45124
0.48198,8.6793,-0.45183
0.48298,8.6595,-0.45241
0.48398,8.6397,-0.45304
0.48498,8.6199,-0.45366
0.48598,8.6001,-0.45418
0.48698,8.5803,-0.45484
0.48798,8.5605,-0.45535
0.48898,8.5407,-0.45595
0.48998,8.5209,-0.45657
0.49098,8.5011,-0.45708
0.49198,8.4813,-0.45772
0.49298,8.4614,-0.45826
0.49398,8.4416,-0.45881
0.49498,8.4218,-0.45934
0.49598,8.402,-0.45999
0.49698,8.3822,-0.46047
0.49798,8.3624,-0.46105
0.49898,8.3426,-0.4616
0.49998,8.3228,-0.46219
0.50098,8.303,-0.46271
0.50198,8.2832,-0.46329
0.50298,8.2634,-0.46385
0.50398,8.2435,-0.4644
0.50498,8.2237,-0.46496
0.50598,8.2039,-0.46544
0.50698,8.1841,-0.46601
0.50798,8.1643,-0.46654
0.50898,8.1445,-0.46711
0.50998,8.1247,-0.46757
0.51098,8.1048,-0.46816
0.51198,8.085,-0.46866
0.51298,8.0652,-0.46917
0.51398,8.0454,-0.46968
0.51498,8.0256,-0.47019
0.51598,8.0057,-0.47076
0.51698,7.9859,-0.47126
0.51798,7.9661,-0.47182
0.51898,7.9463,-0.47229
0.51998,7.9264,-0.47283
0.52098,7.9066,-0.47333
0.52198,7.8868,-0.47383
0.52298,7.8669,-0.47433
0.52398,7.8471,-0.47483
0.52498,7.8273,-0.47528
0.52598,7.8075,-0.47582
0.52698,7.7876,-0.47632
0.52798,7.7678,-0.47681
0.52898,7.748,-0.47726
0.52998,7.7281,-0.47782
0.53098,7.7083,-0.47827
0.53198,7.6885,-0.47869
0.53298,7.6686,-0.47924
0.53398,7.6488,-0.4797
0.53498,7.6289,-0.48022
0.53598,7.6091,-0.48068
0.53698,7.5893,-0.48112
0.53798,7.5694,-0.48154
0.53898,7.5496,-0.48209
0.53998,7.5297,-0.48255
0.54098,7.5099,-0.48301
0.54198,7.49,-0.48345
0.54298,7.4702,-0.4839
0.54398,7.4504,-0.48433
0.54498,7.4305,-0.48474
0.54598,7.4107,-0.48527
0.54698,7.3908,-0.48563
0.54798,7.371,-0.48606
0.54898,7.3511,-0.48653
0.54998,7.3313,-0.48697
0.55098,7.3114,-0.48739
0.55198,7.2915,-0.4878
0.55298,7.2717,-0.48823
0.55398,7.2518,-0.48864
0.55498,7.232,-0.48912
0.55598,7.2121,-0.48957
0.55698,7.1923,-0.4899
0.55798,7.1724,-0.49039
0.55898,7.1525,-0.49071
0.55998,7.1327,-0.49121
0.56098,7.1128,-0.4916
0.56198,7.093,-0.49193
0.56298,7.0731,-0.49232
0.56398,7.0532,-0.49279
0.56498,7.0334,-0.4931
0.56598,7.0135,-0.49355
0.56698,6.9936,-0.49387
0.56798,6.9738,-0.4943
0.56898,6.9539,-0.49461
0.56998,6.934,-0.49509
0.57098,6.9142,-0.49543
0.57198,6.8943,-0.49573
0.57298,6.8801,-0.49615
0.57398,6.8721,-0.49669
0.57498,6.8641,-0.4972
0.57598,6.8561,-0.49776
0.57698,6.8481,-0.49825
0.57798,6.8401,-0.49891
0.57898,6.832,-0.49934
0.57998,6.824,-0.49989
0.58098,6.816,-0.50044
0.58198,6.808,-0.50099
0.58298,6.8,-0.50153
0.58398,6.792,-0.50206
0.58498,6.7839,-0.50271
0.58598,6.7759,-0.5032
0.58698,6.7679,-0.50369
0.58798,6.7599,-0.50424
0.58898,6.7519,-0.50487
0.58998,6.7438,-0.50532
0.59098,6.7358,-0.50585
0.59198,6.7278,-0.50645
0.59298,6.7198,-0.507
0.59398,6.7117,-0.50756
0.59498,6.7037,-0.50801
0.59598,6.6957,-0.50857
0.59698,6.6876,-0.50915
0.59798,6.6796,-0.50964
0.59898,6.6716,-0.51021
0.59998,6.6635,-0.51074
0.60098,6.6555,-0.51132
0.60198,6.6475,-0.51187
0.60298,6.6394,-0.51232
0.60398,6.6314,-0.51286
0.60498,6.6233,-0.51344
0.60598,6.6153,-0.51396
0.60698,6.6073,-0.51453
0.60798,6.5992,-0.51508
0.60898,6.5912,-0.51563
0.60998,6.5831,-0.51615
0.61098,6.5751,-0.51672
0.61198,6.567,-0.5172
0.61298,6.559,-0.51775
0.61398,6.5509,-0.51832
0.61498,6.5429,-0.51877
0.61598,6.5348,-0.51934
0.61698,6.5267,-0.5199
0.61798,6.5187,-0.52042
0.61898,6.5106,-0.52097
0.61998,6.5026,-0.52144
0.62098,6.4945,-0.52208
0.62198,6.4864,-0.52256
0.62298,6.4784,-0.52315
0.62398,6.4703,-0.52361
0.62498,6.4622,-0.5242
0.62598,6.4542,-0.52474
0.62698,6.4461,-0.52528
0.62798,6.438,-0.5258
0.62898,6.43,-0.52627
0.62998,6.4219,-0.52684
0.63098,6.4138,-0.52731
0.63198,6.4057,-0.52783
0.63298,6.3977,-0.52844
0.63398,6.3896,-0.52894
0.63498,6.3815,-0.52942
0.63598,6.3734,-0.53005
0.63698,6.3653,-0.53057
0.63798,6.3573,-0.53114
0.63898,6.3492,-0.53157
0.63998,6.3411,-0.5321
0.64098,6.333,-0.53264
0.64198,6.3249,-0.53316
0.64298,6.3168,-0.5338
0.64398,6.3087,-0.5342
0.64498,6.3006,-0.53483
0.64598,6.2925,-0.53526
0.64698,6.2844,-0.53582
0.64798,6.2764,-0.53636
0.64898,6.2683,-0.53693
0.64998,6.2602,-0.53749
0.65098,6.2521,-0.53797
0.65198,6.2439,-0.53851
0.65298,6.2358,-0.53897
0.65398,6.2277,-0.53952
0.65498,6.2196,-0.54001
0.65598,6.2115,-0.54061
0.65698,6.2034,-0.54118
0.65798,6.1953,-0.54169
0.65898,6.1872,-0.54219
0.65998,6.1791,-0.54272
0.66098,6.171,-0.5433
0.66198,6.1628,-0.5438
0.66298,6.1547,-0.54435
0.66398,6.1466,-0.54487
0.66498,6.1385,-0.54541
0.66598,6.1304,-0.54586
0.66698,6.1222,-0.5464
0.66798,6.1141,-0.54696
0.66898,6.106,-0.54743
0.66998,6.0978,-0.54801
0.67098,6.0897,-0.54844
0.67198,6.0816,-0.54895
0.67298,6.0734,-0.54953
0.67398,6.0653,-0.55012
0.67498,6.0572,-0.5506
0.67598,6.049,-0.55113
0.67698,6.0409,-0.55167
0.67798,6.0328,-0.55217
0.67898,6.0246,-0.55271
0.67998,6.0165,-0.55325
0.68098,6.0083,-0.55376
0.68198,6.0002,-0.55423
0.68298,5.992,-0.55476
0.68398,5.9839,-0.55528
0.68498,5.9757,-0.55575
0.68598,5.9676,-0.55635
0.68698,5.9594,-0.55689
0.68798,5.9512,-0.55731
0.68898,5.9431,-0.55783
0.68998,5.9349,-0.55842
0.69098,5.9268,-0.55895
0.69198,5.9186,-0.5594
0.69298,5.9104,-0.56004
0.69398,5.9023,-0.56048
0.69498,5.8941,-0.56101
0.69598,5.8859,-0.56158
0.69698,5.8777,-0.56209
0.69798,5.8696,-0.56261
0.69898,5.8614,-0.5631
0.69998,5.8532,-0.56353
0.70098,5.845,-0.56419
0.70198,5.8369,-0.56459
0.70298,5.8287,-0.5651
0.70398,5.8205,-0.56563
0.70498,5.8123,-0.56612
0.70598,5.8041,-0.56677
0.70698,5.7959,-0.56726
0.70798,5.7877,-0.5678
0.70898,5.7795,-0.56823
0.70998,5.7713,-0.56873
0.71098,5.7632,-0.56928
0.71198,5.755,-0.56986
0.71298,5.7468,-0.57031
0.71398,5.7386,-0.57086
0.71498,5.7303,-0.57136
0.71598,5.7221,-0.57182
0.71698,5.7139,-0.57237
0.71798,5.7057,-0.57291
0.71898,5.6975,-0.57336
0.71998,5.6893,-0.57397
0.72098,5.6811,-0.57445
0.72198,5.6729,-0.57493
0.72298,5.6647,-0.57548
0.72398,5.6564,-0.57593
0.72498,5.6482,-0.57648
0.72598,5.64,-0.57692
0.72698,5.6318,-0.57744
0.72798,5.6235,-0.57804
0.72898,5.6153,-0.57858
0.72998,5.6071,-0.57908
0.73098,5.5988,-0.57946
0.73198,5.5906,-0.57997
0.73298,5.5824,-0.58052
0.73398,5.5741,-0.58113
0.73498,5.5659,-0.58163
0.73598,5.5576,-0.58209
0.73698,5.5494,-0.58261
0.73798,5.5412,-0.58305
0.73898,5.5329,-0.58362
0.73998,5.5247,-0.58411
0.74098,5.5164,-0.58458
0.74198,5.5082,-0.58509
0.74298,5.4999,-0.5856
0.74398,5.4916,-0.58611
0.74498,5.4834,-0.58657
0.74598,5.4751,-0.58709
0.74698,5.4669,-0.58762
0.74798,5.4586,-0.58817
0.74898,5.4503,-0.58869
0.74998,5.4421,-0.58915
0.75098,5.4338,-0.58969
0.75198,5.4255,-0.5902
0.75298,5.4172,-0.5907
0.75398,5.409,-0.59116
0.75498,5.4007,-0.59163
0.75598,5.3924,-0.59217
0.75698,5.3841,-0.5926
0.75798,5.3758,-0.59314
0.75898,5.3675,-0.59363
0.75998,5.3592,-0.59415
0.76098,5.351,-0.59464
0.76198,5.3427,-0.59512
0.76298,5.3344,-0.59564
0.76398,5.3261,-0.59615
0.76498,5.3178,-0.59664
0.76598,5.3095,-0.59711
0.76698,5.3012,-0.59758
0.76798,5.2928,-0.59821
0.76898,5.2845,-0.59855
0.76998,5.2762,-0.5992
0.77098,5.2679,-0.59956
0.77198,5.2596,-0.60005
0.77298,5.2513,-0.6006
0.77398,5.243,-0.60111
0.77498,5.2346,-0.60157
0.77598,5.2263,-0.60202
0.77698,5.218,-0.6025
0.77798,5.2097,-0.60308
0.77898,5.2013,-0.60362
0.77998,5.193,-0.604
0.78098,5.1847,-0.60454
0.78198,5.1763,-0.60495
0.78298,5.168,-0.60547
0.78398,5.1597,-0.60602
0.78498,5.1513,-0.60649
0.78598,5.143,-0.60699
0.78698,5.1346,-0.60753
0.78798,5.1263,-0.60795
0.78898,5.1182,-0.60847
0.78998,5.1106,-0.60907
0.79098,5.1029,-0.60963
0.79198,5.0952,-0.61033
0.79298,5.0876,-0.61097
0.79398,5.0799,-0.61152
0.79498,5.0722,-0.61216
0.79598,5.0645,-0.61282
0.79698,5.0569,-0.61336
0.79798,5.0492,-0.61409
0.79898,5.0415,-0.61457
0.79998,5.0338,-0.61518
0.80098,5.0261,-0.61588
0.80198,5.0184,-0.61655
0.80298,5.0107,-0.61705
0.80398,5.003,-0.61781
0.80498,4.9953,-0.61831
0.80598,4.9876,-0.61892
0.80698,4.9799,-0.61953
0.80798,4.9722,-0.62024
0.80898,4.9645,-0.62083
0.80998,4.9568,-0.62138
0.81098,4.9491,-0.62204
0.81198,4.9414,-0.62267
0.81298,4.9337,-0.62338
0.81398,4.9259,-0.62387
0.81498,4.9182,-0.62459
0.81598,4.9105,-0.62525
0.81698,4.9027,-0.62583
0.81798,4.895,-0.62643
0.81898,4.8873,-0.62709
0.81998,4.8795,-0.62765
0.82098,4.8718,-0.62827
0.82198,4.8641,-0.62885
0.82298,4.8563,-0.62948
0.82398,4.8486,-0.63011
0.82498,4.8408,-0.63069
0.82598,4.8331,-0.6314
0.82698,4.8253,-0.63192
0.82798,4.8176,-0.6326
0.82898,4.8098,-0.63328
0.82998,4.802,-0.63394
0.83098,4.7943,-0.63449
0.83198,4.7865,-0.63512
0.83298,4.7787,-0.63577
0.83398,4.771,-0.63642
0.83498,4.7632,-0.63697
0.83598,4.7554,-0.63761
0.83698,4.7476,-0.63821
0.83798,4.7399,-0.63885
0.83898,4.7321,-0.63943
0.83998,4.7243,-0.64013
0.84098,4.7165,-0.64073
0.84198,4.7087,-0.64124
0.84298,4.7009,-0.64197
0.84398,4.6931,-0.64256
0.84498,4.6853,-0.64317
0.84598,4.6775,-0.64383
0.84698,4.6697,-0.64436
0.84798,4.6619,-0.64505
0.84898,4.6541,-0.64566
0.84998,4.6463,-0.64627
0.85098,4.6384,-0.64688
0.85198,4.6306,-0.64759
0.85298,4.6228,-0.64815
0.85398,4.615,-0.64877
0.85498,4.6071,-0.64939
0.85598,4.5993,-0.65005
0.85698,4.5915,-0.65069
0.85798,4.5836,-0.6512
0.85898,4.5758,-0.65185
0.85998,4.568,-0.65252
0.86098,4.5601,-0.65311
0.86198,4.5523,-0.65383
0.86298,4.5444,-0.65441
0.86398,4.5366,-0.65493
0.86498,4.5287,-0.6557
0.86598,4.5208,-0.6563
0.86698,4.513,-0.65695
0.86798,4.5051,-0.65745
0.86898,4.4972,-0.6581
0.86998,4.4894,-0.65883
0.87098,4.4815,-0.65939
0.87198,4.4736,-0.66007
0.87298,4.4657,-0.66064
0.87398,4.4579,-0.66126
0.87498,4.45,-0.66193
0.87598,4.4421,-0.66253
0.87698,4.4342,-0.66303
0.87798,4.4263,-0.66367
0.87898,4.4184,-0.6643
0.87998,4.4105,-0.66501
0.88098,4.4026,-0.66558
0.88198,4.3947,-0.66622
0.88298,4.3868,-0.66685
0.88398,4.3789,-0.66752
0.88498,4.371,-0.66808
0.88598,4.363,-0.66871
0.88698,4.3551,-0.66938
0.88798,4.3472,-0.66992
0.88898,4.3393,-0.67055
0.88998,4.3313,-0.67114
0.89098,4.3234,-0.67186
0.89198,4.3155,-0.67246
0.89298,4.3075,-0.67314
0.89398,4.2996,-0.67371
0.89498,4.2916,-0.67436
0.89598,4.2837,-0.67502
