Flight Time(sec),Gyro xb(°/s),Gyro yb(°/s),Gyro zb(°/s),Acc xb(m/s²),Acc yb(m/s²),Acc zb(m/s²),Acc xb backup(m/s²),Acc yb backup(m/s²),Acc zb backup(m/s²),TVC Y+°,TVC Z+°,TVC Y+ N⋅m,TVC Z+ N⋅m,Roll Wheel Val,Pressure Pa,,,Temp C°
3.081,-9.81,-2.11,4.2,11.63,0.22,0.3,11.94,0.18,-0.19,-1.2,0.48,-0.1445,-0.0612,-8.11,98889,41.1392341175153,45.5820917794082,51.66
3.101,-11.37,-1.86,3.51,11.64,0.15,0.15,11.31,-0.01,-0.04,-1.11,0.46,-0.137,-0.0631,-8.38,98889,41.1392341175153,45.5820917794082,51.66
3.121,-11.37,-1.86,3.51,11.74,0.14,0.19,11.58,0.04,0.03,-1.11,0.46,-0.137,-0.0631,-8.38,98889,41.1392341175153,45.5820917794082,51.66
3.141,-12.18,-1.36,2.51,11.74,0.14,0.19,11.62,0.13,-0.08,-1.12,0.52,-0.139,-0.058,-8.73,98889,41.1392341175153,45.5820917794082,51.66
3.161,-14.24,-0.98,1.39,11.74,0.04,0.06,11.69,0.18,0.02,-1.12,0.52,-0.139,-0.058,-9.14,98889,41.1392341175153,45.5820917794082,51.66
3.181,-14.24,-0.98,1.39,11.71,0.14,0.15,10.66,0.62,-1.13,-1.22,0.79,-0.148,-0.0347,-9.14,98889,41.1392341175153,45.5820917794082,51.66
3.201,-14.93,-0.86,1.08,11.71,0.14,0.15,12.13,0.51,0.18,-1.22,0.79,-0.148,-0.0347,-9.4,98889,41.1392341175153,45.5820917794082,51.66
3.221,-6.74,-0.29,-0.8,11.62,0.36,0.21,12.02,-0.07,-0.09,-1.24,0.82,-0.1494,-0.0313,-9.74,98889,41.1392341175153,45.5820917794082,51.66
3.241,-6.74,-0.29,-0.8,11.64,0.19,0.19,11.86,0.04,-0.05,-1.24,0.82,-0.1494,-0.0313,-9.74,98889,41.1392341175153,45.5820917794082,51.66
3.261,-4.24,-0.04,-1.55,11.64,0.19,0.19,12.16,-1.39,1.06,-1.34,1.1,-0.1574,-0.0072,-9.87,98889,41.1392341175153,45.5820917794082,51.66
3.281,-3.62,-0.04,-2.05,11.75,0.24,0.14,11.84,0.37,0.28,-1.34,1.1,-0.1574,-0.0072,-10.02,98889,41.1392341175153,45.5820917794082,51.66
3.301,-3.62,-0.04,-2.05,11.74,0.36,0.12,12.48,-0.87,0.22,-1.37,1.35,-0.1614,0.0148,-10.02,98889,41.1392341175153,45.5820917794082,51.66
3.321,-3.62,-0.04,-2.05,11.74,0.36,0.12,12.19,-0.41,-0.63,-1.37,1.35,-0.1614,0.0148,-10.05,98889,41.1392341175153,45.5820917794082,51.66
3.341,13.07,0.08,-2.74,11.67,0.23,0.18,11.93,0.72,-0.07,-1.34,1.34,-0.1582,0.0145,-9.76,98889,41.1392341175153,45.5820917794082,51.66
3.361,13.07,0.08,-2.74,11.97,0.46,0.14,11.91,-0.2,0.07,-1.34,1.34,-0.1582,0.0145,-9.76,98889,41.1392341175153,45.5820917794082,51.66
3.381,14.82,-0.29,-4.74,11.97,0.46,0.14,12,0.26,-0.07,-1.32,1.51,-0.1592,0.0299,-9.35,98889,41.1392341175153,45.5820917794082,51.66
3.401,13.82,0.02,-4.11,11.89,0.11,0.36,12.24,-0.12,-0.16,-1.32,1.51,-0.1592,0.0299,-8.93,98889,41.1392341175153,45.5820917794082,51.66
3.421,13.82,0.02,-4.11,11.63,0.12,0.29,11.83,0.34,0.16,-1.32,1.85,-0.1582,0.0597,-8.93,98785,50.1779513071415,55.564430116105,51.47
3.441,10.26,-0.23,-3.61,11.63,0.12,0.29,12.2,-0.21,-0.15,-1.32,1.85,-0.1582,0.0597,-8.6,98785,50.1779513071415,55.564430116105,51.47
3.461,8.57,0.02,-2.99,11.84,0.22,0.28,12.02,0.08,-0.11,-1.31,1.89,-0.1539,0.0623,-8.32,98785,50.1779513071415,55.564430116105,51.47
3.481,8.57,0.02,-2.99,11.75,0.11,0.23,12.02,0.27,-0.02,-1.31,1.89,-0.1539,0.0623,-8.32,98785,50.1779513071415,55.564430116105,51.47
3.501,6.38,0.02,-1.86,11.75,0.11,0.23,11.64,0.16,0,-1.33,1.86,-0.1574,0.0599,-8.11,98785,50.1779513071415,55.564430116105,51.47
3.521,4.51,-0.29,-0.8,11.85,0.12,0.17,11.81,0.19,-0.08,-1.33,1.86,-0.1574,0.0599,-7.99,98785,50.1779513071415,55.564430116105,51.47
3.541,4.51,-0.29,-0.8,11.72,0.18,0.2,12.05,0.25,-0.17,-1.25,1.58,-0.1517,0.0359,-7.99,98785,50.1779513071415,55.564430116105,51.47
3.561,3.13,-0.29,0.01,11.72,0.18,0.2,12.35,-0.2,0.02,-1.25,1.58,-0.1517,0.0359,-7.94,98785,50.1779513071415,55.564430116105,51.47
3.581,0.26,-0.17,1.83,11.72,0.18,0.2,12.19,-0.75,-0.32,-1.26,1.49,-0.1513,0.0278,-7.93,98785,50.1779513071415,55.564430116105,51.47
3.601,0.26,-0.17,1.83,11.78,0.02,0.14,12.02,-0.21,-0.06,-1.26,1.49,-0.1513,0.0278,-7.93,98785,50.1779513071415,55.564430116105,51.47
3.621,-1.8,-0.29,2.64,11.78,0.02,0.14,12.03,-0.01,-0.07,-1.22,1.22,-0.1481,0.0038,-7.97,98785,50.1779513071415,55.564430116105,51.47
3.641,-4.49,-0.48,3.64,11.75,0.08,0.26,12.34,0.14,0,-1.22,1.22,-0.1481,0.0038,-8.08,98785,50.1779513071415,55.564430116105,51.47
3.661,-4.49,-0.48,3.64,11.92,0.12,0.24,12.13,0.09,-0.02,-1.16,0.87,-0.1423,-0.0268,-8.08,98785,50.1779513071415,55.564430116105,51.47
3.681,-6.68,-0.73,5.2,11.92,0.12,0.24,12.15,0,-0.17,-1.16,0.87,-0.1423,-0.0268,-8.26,98785,50.1779513071415,55.564430116105,51.47
3.701,-9.12,-0.79,6.2,11.88,0.12,0.15,11.96,-0.09,-0.07,-1.07,0.61,-0.1368,-0.0513,-8.51,98785,50.1779513071415,55.564430116105,51.47
3.721,-9.12,-0.79,6.2,11.86,0.13,0.19,12.16,0.03,-0.05,-1.07,0.61,-0.1368,-0.0513,-8.51,98785,50.1779513071415,55.564430116105,51.47
3.741,-11.49,-0.79,6.08,11.86,0.13,0.19,11.8,0.86,0,-1.06,0.38,-0.135,-0.071,-8.82,98785,50.1779513071415,55.564430116105,51.47
3.761,-11.81,-0.92,6.26,11.88,0.02,0.17,11.87,-0.21,-0.09,-1.06,0.38,-0.135,-0.071,-9.03,98785,50.1779513071415,55.564430116105,51.47
3.781,-11.81,-0.92,6.26,11.95,0.15,0.37,11.24,-0.63,0.35,-1.02,0.24,-0.1315,-0.0842,-9.03,98785,50.1779513071415,55.564430116105,51.47
3.801,-13.99,-0.29,5.14,11.95,0.15,0.37,10.99,0.66,-0.04,-1.02,0.24,-0.1315,-0.0842,-9.43,98785,50.1779513071415,55.564430116105,51.47
3.821,-13.99,-0.29,5.14,11.94,0.14,0.09,12.06,-0.58,0.56,-1.08,0.34,-0.1378,-0.0753,-9.43,98785,50.1779513071415,55.564430116105,51.47
3.841,-13.99,-0.29,5.14,12.06,-0.27,0.4,11.67,-0.26,0.26,-1.08,0.34,-0.1378,-0.0753,-9.43,98785,50.1779513071415,55.564430116105,51.47
3.861,-4.24,-0.23,3.45,12.06,-0.27,0.4,11.97,0.41,0.21,-1.04,0.41,-0.1356,-0.0694,-9.65,98785,50.1779513071415,55.564430116105,51.47
3.881,3.82,0.46,2.33,11.76,0.06,0.19,11.74,-0.13,-0.3,-1.04,0.41,-0.1356,-0.0694,-9.57,98785,50.1779513071415,55.564430116105,51.47
3.901,3.82,0.46,2.33,11.93,0.13,0.28,11.38,-0.18,-0.89,-1.19,0.75,-0.1456,-0.0377,-9.57,98785,50.1779513071415,55.564430116105,51.47
3.921,4.63,-0.11,0.58,11.93,0.13,0.28,12.16,-0.02,-0.37,-1.19,0.75,-0.1456,-0.0377,-9.42,98652,61.7535981960342,68.3532032972818,51.33
3.941,5.7,0.21,-1.11,11.86,0.08,0.04,12.47,1.02,-0.08,-1.08,1.03,-0.1373,-0.0134,-9.32,98652,61.7535981960342,68.3532032972818,51.33
3.961,5.7,0.21,-1.11,11.99,0.35,-0.3,12.19,0,0.03,-1.08,1.03,-0.1373,-0.0134,-9.32,98652,61.7535981960342,68.3532032972818,51.33
3.981,12.51,0.33,-2.61,11.99,0.35,-0.3,12.13,0.55,-0.33,-1.13,1.3,-0.1427,0.011,-9.04,98652,61.7535981960342,68.3532032972818,51.33
4.001,9.82,0.58,-3.17,11.85,0.19,0.04,12.52,0.24,0.17,-1.13,1.3,-0.1427,0.011,-8.73,98652,61.7535981960342,68.3532032972818,51.33
4.021,9.82,0.58,-3.17,11.97,0.02,0.03,12.44,-0.23,-0.4,-1.25,1.69,-0.1515,0.0451,-8.73,98652,61.7535981960342,68.3532032972818,51.33
4.041,6.95,0.46,-3.17,11.97,0.02,0.03,12.63,0.18,-0.2,-1.25,1.69,-0.1515,0.0451,-8.5,98652,61.7535981960342,68.3532032972818,51.33
4.061,5.13,0.96,-3.86,12.05,-0.09,0.12,12.18,-0.05,-0.22,-1.23,1.76,-0.1517,0.0523,-8.41,98652,61.7535981960342,68.3532032972818,51.33
4.081,5.13,0.96,-3.86,11.93,0.21,-0.03,12.13,-0.04,-0.12,-1.23,1.76,-0.1517,0.0523,-8.41,98652,61.7535981960342,68.3532032972818,51.33
4.101,1.01,0.64,-3.55,11.93,0.21,-0.03,12.11,-0.04,-0.17,-1.32,1.9,-0.1592,0.0648,-8.37,98652,61.7535981960342,68.3532032972818,51.33
4.121,-2.74,0.33,-2.61,11.85,0.07,0.12,12.14,0.05,0.11,-1.32,1.9,-0.1592,0.0648,-8.42,98652,61.7535981960342,68.3532032972818,51.33
4.141,-2.74,0.33,-2.61,11.9,0.11,0.07,12.37,-0.24,-0.24,-1.2,1.88,-0.1476,0.0625,-8.42,98652,61.7535981960342,68.3532032972818,51.33
4.161,-5.87,0.27,-1.99,11.9,0.11,0.07,12.36,0.2,0.06,-1.2,1.88,-0.1476,0.0625,-8.55,98652,61.7535981960342,68.3532032972818,51.33
4.181,-11.37,-0.17,0.14,11.94,0.01,0.08,12.23,-0.01,-0.16,-1.2,1.83,-0.148,0.0586,-8.77,98652,61.7535981960342,68.3532032972818,51.33
4.201,-11.37,-0.17,0.14,11.96,0.09,0.1,11.81,0.05,-0.2,-1.2,1.83,-0.148,0.0586,-8.77,98652,61.7535981960342,68.3532032972818,51.33
4.221,-12.49,-0.23,0.51,11.96,0.09,0.1,11.41,-1.35,0.23,-1.14,1.54,-0.1429,0.0328,-9.11,98652,61.7535981960342,68.3532032972818,51.33
4.241,-15.62,-0.54,1.64,12.04,-0.06,0.12,11.08,0.21,0.33,-1.14,1.54,-0.1429,0.0328,-9.55,98652,61.7535981960342,68.3532032972818,51.33
4.261,-15.62,-0.54,1.64,12.03,0.13,0.21,12.17,0.25,0.26,-1.07,1.3,-0.138,0.0109,-9.55,98652,61.7535981960342,68.3532032972818,51.33
4.281,-11.24,-0.73,2.76,12.03,0.13,0.21,12.67,0.45,-0.25,-1.07,1.3,-0.138,0.0109,-9.93,98652,61.7535981960342,68.3532032972818,51.33
4.301,-3.24,-1.23,4.14,11.95,-0.21,-0.34,11.82,0.03,-0.33,-1.04,1.12,-0.1354,-0.0052,-10.09,98652,61.7535981960342,68.3532032972818,51.33
4.321,-3.24,-1.23,4.14,12.08,-0.08,0.41,11.96,0.09,-0.12,-1.04,1.12,-0.1354,-0.0052,-10.09,98652,61.7535981960342,68.3532032972818,51.33
4.341,-3.24,-1.23,4.14,12.08,-0.08,0.41,11.95,0.22,-0.37,-0.96,0.88,-0.1286,-0.0274,-10.09,98652,61.7535981960342,68.3532032972818,51.33
4.361,10.57,-2.23,5.45,11.79,0.1,0.16,12.14,-0.83,-0.2,-0.96,0.88,-0.1286,-0.0274,-9.69,98652,61.7535981960342,68.3532032972818,51.33
4.381,10.57,-2.23,5.45,12.16,-0.13,0.26,11.55,-0.25,-0.57,-0.7,0.57,-0.1027,-0.0536,-9.69,98652,61.7535981960342,68.3532032972818,51.33
4.401,17.82,-1.79,5.89,12.16,-0.13,0.26,12.02,-0.29,0.53,-0.7,0.57,-0.1027,-0.0536,-9.23,98652,61.7535981960342,68.3532032972818,51.33
4.421,17.19,-1.67,5.45,11.8,0.11,-0.04,12.42,-0.07,0.34,-0.69,0.51,-0.1046,-0.0611,-8.71,98532,72.2137427101511,79.9041269624737,51.22
4.441,17.19,-1.67,5.45,12.22,-0.11,0.25,12.04,-0.15,0.08,-0.69,0.51,-0.1046,-0.0611,-8.71,98532,72.2137427101511,79.9041269624737,51.22
4.461,13.82,-1.11,4.89,12.22,-0.11,0.25,11.97,-0.11,-0.23,-0.68,0.53,-0.104,-0.0599,-8.28,98532,72.2137427101511,79.9041269624737,51.22
4.481,11.57,-1.04,4.58,11.99,-0.1,-0.02,12.47,0.17,-0.12,-0.68,0.53,-0.104,-0.0599,-7.98,98532,72.2137427101511,79.9041269624737,51.22
4.501,11.57,-1.04,4.58,11.91,0.12,0,12.3,-0.02,-0.03,-0.75,0.54,-0.1087,-0.0571,-7.98,98532,72.2137427101511,79.9041269624737,51.22
4.521,8.32,-0.29,3.51,11.91,0.12,0,12.23,-0.21,-0.32,-0.75,0.54,-0.1087,-0.0571,-7.71,98532,72.2137427101511,79.9041269624737,51.22
4.541,6.88,0.21,2.7,11.99,0.03,-0.02,12.08,0.31,-0.11,-0.88,0.68,-0.1191,-0.0443,-7.62,98532,72.2137427101511,79.9041269624737,51.22
4.561,6.88,0.21,2.7,12.05,0.22,-0.06,12.35,0.99,-0.26,-0.88,0.68,-0.1191,-0.0443,-7.62,98532,72.2137427101511,79.9041269624737,51.22
4.581,5.32,0.64,1.83,12.05,0.22,-0.06,12.46,-0.08,-0.4,-0.94,0.8,-0.1264,-0.0342,-7.53,98532,72.2137427101511,79.9041269624737,51.22
4.601,0.32,1.58,0.2,12.05,0.09,0.16,12.24,-0.18,-0.07,-0.94,0.8,-0.1264,-0.0342,-7.44,98532,72.2137427101511,79.9041269624737,51.22
4.621,0.32,1.58,0.2,12.18,-0.05,0.1,12.45,-0.24,0.16,-1.14,1.17,-0.1445,-0.001,-7.44,98532,72.2137427101511,79.9041269624737,51.22
4.641,-0.24,1.96,-0.42,12.18,-0.05,0.1,11.96,0,-0.66,-1.14,1.17,-0.1445,-0.001,-7.43,98532,72.2137427101511,79.9041269624737,51.22
4.661,-2.99,2.08,-1.05,11.97,0.14,-0.02,12.18,0.17,-0.44,-1.2,1.26,-0.151,0.0074,-7.5,98532,72.2137427101511,79.9041269624737,51.22
4.681,-2.99,2.08,-1.05,11.87,0.05,0.04,12.17,-0.08,0.14,-1.2,1.26,-0.151,0.0074,-7.5,98532,72.2137427101511,79.9041269624737,51.22
4.701,-5.99,2.39,-1.67,11.87,0.05,0.04,12.34,-0.12,-0.22,-1.29,1.36,-0.1558,0.0165,-7.64,98532,72.2137427101511,79.9041269624737,51.22
4.721,-9.24,2.08,-2.24,11.98,0.16,-0.05,12.2,-0.24,0.02,-1.29,1.36,-0.1558,0.0165,-7.89,98532,72.2137427101511,79.9041269624737,51.22
4.741,-9.24,2.08,-2.24,11.91,0.26,0.09,11.13,-1.24,1.02,-1.34,1.59,-0.1614,0.0372,-7.89,98532,72.2137427101511,79.9041269624737,51.22
4.761,-11.81,2.02,-2.67,11.91,0.26,0.09,12.54,0.17,0.1,-1.34,1.59,-0.1614,0.0372,-8.22,98532,72.2137427101511,79.9041269624737,51.22
4.781,-8.31,1.64,-2.49,12.03,-0.27,0.54,11.69,-0.07,-0.94,-1.38,1.67,-0.1646,0.0436,-8.56,98532,72.2137427101511,79.9041269624737,51.22
4.801,-8.31,1.64,-2.49,11.91,0.05,0.18,12.3,0.68,-0.13,-1.38,1.67,-0.1646,0.0436,-8.56,98532,72.2137427101511,79.9041269624737,51.22
4.821,-4.12,0.89,-2.55,11.91,0.05,0.18,12.33,0.26,-0.42,-1.35,1.69,-0.1616,0.0454,-8.63,98532,72.2137427101511,79.9041269624737,51.22
4.841,4.63,0.77,-2.67,11.91,0.05,0.18,11.63,-0.9,0,-1.35,1.69,-0.1616,0.0454,-8.44,98532,72.2137427101511,79.9041269624737,51.22
4.861,4.63,0.77,-2.67,12.01,-0.16,-0.09,12.12,0.19,-0.18,-1.24,1.78,-0.1513,0.0541,-8.44,98532,72.2137427101511,79.9041269624737,51.22
4.881,10.32,0.52,-1.67,12.01,-0.16,-0.09,12.37,-0.97,-0.34,-1.24,1.78,-0.1513,0.0541,-8.16,98532,72.2137427101511,79.9041269624737,51.22
4.901,9.13,-0.79,-0.67,12.17,0.11,-0.02,12.28,-0.34,-0.47,-1.15,1.74,-0.145,0.0502,-7.87,98532,72.2137427101511,79.9041269624737,51.22
4.921,9.13,-0.79,-0.67,12.05,0.16,-0.1,12.11,0.13,-0.09,-1.15,1.74,-0.145,0.0502,-7.87,98390,84.6111854744882,93.6016290122502,51.15
4.941,5.26,-1.61,-0.3,12.05,0.16,-0.1,11.79,0.14,-0.31,-0.95,1.61,-0.1276,0.0394,-7.7,98390,84.6111854744882,93.6016290122502,51.15
4.961,1.57,-1.79,0.58,12.03,0.03,-0.17,12.23,-0.45,-0.26,-0.95,1.61,-0.1276,0.0394,-7.64,98390,84.6111854744882,93.6016290122502,51.15
4.981,1.57,-1.79,0.58,11.83,0.14,-0.04,12.32,0.18,-0.22,-0.78,1.42,-0.1112,0.0221,-7.64,98390,84.6111854744882,93.6016290122502,51.15
5.001,-2.49,-1.67,1.39,11.83,0.14,-0.04,12.13,-0.2,-0.03,-0.78,1.42,-0.1112,0.0221,-7.68,98390,84.6111854744882,93.6016290122502,51.15
5.021,-3.87,-1.86,2.01,12.03,0.11,0.23,11.57,0.15,0.04,-0.81,1.32,-0.112,0.0129,-7.75,98390,84.6111854744882,93.6016290122502,51.15
5.041,-3.87,-1.86,2.01,11.89,0.02,0.08,12.08,0.62,-0.25,-0.81,1.32,-0.112,0.0129,-7.75,98390,84.6111854744882,93.6016290122502,51.15
5.061,-7.68,-1.42,2.64,11.89,0.02,0.08,12.81,-0.14,0.25,-0.76,1.2,-0.1083,0.002,-7.95,98390,84.6111854744882,93.6016290122502,51.15
5.081,-7.68,-1.42,2.64,12.06,0,-0.08,12.51,-0.1,-0.11,-0.76,1.2,-0.1083,0.002,-7.95,98390,84.6111854744882,93.6016290122502,51.15
5.101,-7.68,-1.42,2.64,11.98,0.14,0.07,12.34,-0.2,-0.08,-0.79,1.07,-0.1126,-0.0098,-7.95,98390,84.6111854744882,93.6016290122502,51.15
5.121,-13.56,-0.79,3.95,11.98,0.14,0.07,11.71,0.66,-0.27,-0.79,1.07,-0.1126,-0.0098,-8.65,98390,84.6111854744882,93.6016290122502,51.15
5.141,-7.8,0.27,4.7,11.9,-0.12,0.77,11.85,-0.16,-0.39,-0.84,0.82,-0.1166,-0.0327,-8.94,98390,84.6111854744882,93.6016290122502,51.15
5.161,-7.8,0.27,4.7,12.16,-0.09,-0.03,12.58,-0.02,-0.06,-0.84,0.82,-0.1166,-0.0327,-8.94,98390,84.6111854744882,93.6016290122502,51.15
5.181,-0.74,0.89,4.26,12.16,-0.09,-0.03,12.32,-0.31,-0.47,-0.97,0.66,-0.1298,-0.0478,-9.02,98390,84.6111854744882,93.6016290122502,51.15
5.201,5.95,0.77,4.64,11.81,0.33,-0.01,12.16,-0.46,0.02,-0.97,0.66,-0.1298,-0.0478,-8.9,98390,84.6111854744882,93.6016290122502,51.15
5.221,5.95,0.77,4.64,12.11,-0.32,-0.19,12.24,-0.37,-0.54,-1.11,0.52,-0.1385,-0.0582,-8.9,98390,84.6111854744882,93.6016290122502,51.15
5.241,15.76,0.71,3.26,12.11,-0.32,-0.19,12.25,-0.01,-0.03,-1.11,0.52,-0.1385,-0.0582,-8.49,98390,84.6111854744882,93.6016290122502,51.15
5.261,17.94,0.96,3.08,11.86,0.32,-0.09,11.77,1.62,0.4,-1.1,0.7,-0.1414,-0.0432,-8.27,98390,84.6111854744882,93.6016290122502,51.15
5.281,17.94,0.96,3.08,11.98,-0.44,0.31,12.63,0.16,0.34,-1.1,0.7,-0.1414,-0.0432,-8.27,98390,84.6111854744882,93.6016290122502,51.15
5.301,20.32,0.58,1.2,11.98,-0.44,0.31,12.15,-1.3,0.15,-1.17,0.69,-0.1463,-0.0437,-7.7,98390,84.6111854744882,93.6016290122502,51.15
5.321,20.32,0.58,1.2,11.87,0.12,0.34,12.28,0.35,-0.39,-1.17,0.69,-0.1463,-0.0437,-7.34,98390,84.6111854744882,93.6016290122502,51.15
5.341,20.32,0.58,1.2,11.68,-0.12,-0.03,12.52,0.39,0.41,-1.12,1,-0.1404,-0.0159,-7.34,98390,84.6111854744882,93.6016290122502,51.15
5.361,12.32,-0.36,-0.05,11.68,-0.12,-0.03,11.94,0.25,-0.34,-1.12,1,-0.1404,-0.0159,-6.74,98390,84.6111854744882,93.6016290122502,51.15
5.381,10.94,-0.36,-1.42,11.67,-0.3,-0.07,12.22,0.37,0.24,-0.92,1.24,-0.121,0.005,-6.39,98390,84.6111854744882,93.6016290122502,51.15
5.401,10.94,-0.36,-1.42,11.55,0.23,-0.01,11,-1,-0.12,-0.92,1.24,-0.121,0.005,-6.39,98390,84.6111854744882,93.6016290122502,51.15
5.421,7.07,-0.36,-1.74,11.55,0.23,-0.01,11.2,1.15,0.58,-0.95,1.49,-0.1217,0.0274,-6.17,98272,94.9294986080549,104.99689563263,51.09
5.441,1.76,-1.36,-1.99,11.6,-0.09,-0.22,11.24,0.05,0.53,-0.95,1.49,-0.1217,0.0274,-6.06,98272,94.9294986080549,104.99689563263,51.09
5.461,1.76,-1.36,-1.99,11.09,0.32,-0.09,11.46,0.15,-0.35,-0.76,1.62,-0.1062,0.0388,-6.06,98272,94.9294986080549,104.99689563263,51.09
5.481,-1.74,-1.11,-2.8,11.09,0.32,-0.09,11.22,0,-0.08,-0.76,1.62,-0.1062,0.0388,-6.07,98272,94.9294986080549,104.99689563263,51.09
5.501,-5.3,-0.92,-2.55,11.06,0.02,-0.02,10.66,0.13,0.09,-0.87,1.84,-0.1106,0.0549,-6.21,98272,94.9294986080549,104.99689563263,51.09
5.521,-5.3,-0.92,-2.55,10.73,0.33,0.02,10.46,-0.54,-0.24,-0.87,1.84,-0.1106,0.0549,-6.21,98272,94.9294986080549,104.99689563263,51.09
5.541,-8.68,-0.86,-2.24,10.73,0.33,0.02,10.73,-0.37,-0.28,-0.94,1.86,-0.1127,0.0545,-6.44,98272,94.9294986080549,104.99689563263,51.09
5.561,-11.24,-0.29,-1.42,10.4,0.13,0.11,10.15,-0.2,0.24,-0.94,1.86,-0.1127,0.0545,-6.63,98272,94.9294986080549,104.99689563263,51.09
5.581,-11.24,-0.29,-1.42,10.4,0.13,0.11,10.16,0.34,-0.47,-1.08,1.71,-0.1198,0.0415,-6.63,98272,94.9294986080549,104.99689563263,51.09
5.601,-11.24,-0.29,-1.42,10.4,0.13,0.11,10.59,-1.64,-0.54,-1.08,1.71,-0.1198,0.0415,-6.63,98272,94.9294986080549,104.99689563263,51.09
5.621,-10.93,-0.29,2.01,9.67,-0.01,0.33,9.62,-0.34,-0.56,-1.06,1.71,-0.1186,0.0412,-7.63,98272,94.9294986080549,104.99689563263,51.09
5.641,-10.93,-0.29,2.01,9.65,-0.13,0.06,9.49,0.03,-0.06,-1.06,1.71,-0.1186,0.0412,-7.63,98272,94.9294986080549,104.99689563263,51.09
5.661,-10.99,-0.98,3.01,9.65,-0.13,0.06,9.77,-0.74,0.45,-1.16,1.02,-0.117,-0.0117,-7.93,98272,94.9294986080549,104.99689563263,51.09
5.681,-12.56,-0.86,3.58,9.19,0.36,0.21,7.43,-0.35,-0.81,-1.16,1.02,-0.117,-0.0117,-8.08,98272,94.9294986080549,104.99689563263,51.09
5.701,-12.56,-0.86,3.58,8.71,0.02,0.13,8.5,-0.05,-0.06,-1.12,0.63,-0.1088,-0.0379,-8.08,98272,94.9294986080549,104.99689563263,51.09
5.721,-3.49,-1.23,4.89,8.71,0.02,0.13,8.58,0.14,-0.16,-1.12,0.63,-0.1088,-0.0379,-8.33,98272,94.9294986080549,104.99689563263,51.09
5.741,-1.87,-1.48,5.26,8.2,-0.23,0.27,8.59,-0.22,0.12,-1.06,0.21,-0.0994,-0.0634,-8.41,98272,94.9294986080549,104.99689563263,51.09
5.761,-1.87,-1.48,5.26,8.27,-0.02,0.14,8.38,0.07,-0.11,-1.06,0.21,-0.0994,-0.0634,-8.41,98272,94.9294986080549,104.99689563263,51.09
5.781,4.26,-1.79,4.76,8.27,-0.02,0.14,8.47,0.4,-0.03,-1.05,0,-0.0932,-0.0734,-8.31,98272,94.9294986080549,104.99689563263,51.09
5.801,11.13,-2.04,4.08,8.12,-0.36,0.04,8.48,-0.62,0.15,-1.05,0,-0.0932,-0.0734,-8.02,98272,94.9294986080549,104.99689563263,51.09
5.821,11.13,-2.04,4.08,7.91,-0.12,0.22,7.93,0.61,-0.77,-0.86,0.06,-0.0803,-0.0681,-8.02,98272,94.9294986080549,104.99689563263,51.09
5.841,14.69,-2.54,3.33,7.91,-0.12,0.22,7.57,-0.09,-0.59,-0.86,0.06,-0.0803,-0.0681,-7.76,98272,94.9294986080549,104.99689563263,51.09
5.861,17.26,-2.86,1.64,7.44,-0.48,-0.23,6.7,-0.48,-0.26,-0.74,0.2,-0.0707,-0.058,-7.09,98272,94.9294986080549,104.99689563263,51.09
5.881,17.26,-2.86,1.64,7.17,-0.39,0.23,7.46,0.68,-0.09,-0.74,0.2,-0.0707,-0.058,-7.09,98272,94.9294986080549,104.99689563263,51.09
5.901,12.94,-2.98,-0.17,7.17,-0.39,0.23,6.96,-0.64,0.25,-0.71,0.52,-0.0627,-0.0354,-6.74,98272,94.9294986080549,104.99689563263,51.09
5.921,8.51,-3.79,-0.49,6.79,-0.32,-0.23,6.57,-0.76,0,-0.71,0.52,-0.0627,-0.0354,-6.5,98130,107.366020350581,118.726690125704,51.02
5.941,8.51,-3.79,-0.49,6.29,-0.29,-0.12,6.15,0.02,0.1,-0.35,1.12,-0.0408,-0.0029,-6.5,98130,107.366020350581,118.726690125704,51.02
5.961,5.32,-3.36,-1.3,6.29,-0.29,-0.12,6.14,-0.2,0.06,-0.35,1.12,-0.0408,-0.0029,-6.33,98130,107.366020350581,118.726690125704,51.02
5.981,1.26,-3.54,-2.74,5.81,-0.34,-0.15,5.44,-0.11,-0.09,-0.51,1.49,-0.0454,0.0146,-6.28,98130,107.366020350581,118.726690125704,51.02
6.001,1.26,-3.54,-2.74,5.49,-0.43,-0.12,5.06,-0.19,0.27,-0.51,1.49,-0.0454,0.0146,-6.28,98130,107.366020350581,118.726690125704,51.02
6.021,-2.81,-3.42,-2.55,5.49,-0.43,-0.12,4.61,-0.31,0.33,-0.49,2.13,-0.039,0.0391,-6.34,98130,107.366020350581,118.726690125704,51.02
6.041,-7.99,-3.42,-2.61,5.17,-0.68,-0.09,4.49,-0.87,-0.3,-0.49,2.13,-0.039,0.0391,-6.54,98130,107.366020350581,118.726690125704,51.02
6.061,-7.99,-3.42,-2.61,4.72,0.01,-0.08,4.46,-0.08,0.11,-0.4,2.38,-0.0331,0.0467,-6.54,98130,107.366020350581,118.726690125704,51.02
6.081,-11.81,-3.29,-1.8,4.72,0.01,-0.08,4.44,0.29,-0.51,-0.4,2.38,-0.0331,0.0467,-6.85,98130,107.366020350581,118.726690125704,51.02
